from_transaction,to_device,id_15
3058434,DEV_74945d94a011,New
3058436,DEV_3dd264a81900,New
3058437,DEV_e66fe314ca3d,Found
3058438,DEV_2bd0fd3bb82a,New
3058441,DEV_f690c5ddb265,Found
3058449,DEV_057d5eca6f7a,New
3058453,DEV_0e78d5d7c4a2,New
3058457,DEV_9405b7d7944f,Found
3058459,DEV_6553038df713,New
3058461,DEV_f4a5ef359340,Found
3058463,DEV_f67cb416fb3c,Found
3058464,DEV_ed86fa846c8f,Found
3058465,DEV_5873f668a954,Found
3058466,DEV_f67cb416fb3c,New
3058467,DEV_a8ed20b8cdbb,New
3058469,DEV_7fc069cefb93,Found
3058474,DEV_6f47af61685e,Found
3058475,DEV_19a0c4cbcbee,New
3058476,DEV_c462d7089ae1,Found
3058478,DEV_d7d4f6e15132,Found
3058479,DEV_f690c5ddb265,Found
3058480,DEV_ca6e9d752be4,Found
3058482,DEV_ef6294bab59e,Found
3058485,DEV_bd5768005816,New
3058486,DEV_2c30cbf24965,New
3058487,DEV_afb3a55e4cf3,New
3058489,DEV_5bfcc80ef31a,New
3058490,DEV_3c6d22c8a6e2,New
3058491,DEV_37250fde9212,Found
3058494,DEV_616bd1cb9da4,New
3058496,DEV_e66fe314ca3d,Found
3058497,DEV_0e78d5d7c4a2,Unknown
3058498,DEV_3c134eb97eed,Found
3058499,DEV_7c6344e0a82e,Found
3058503,DEV_f284e888e004,Unknown
3058504,DEV_bb817aceec8b,Found
3058505,DEV_c462d7089ae1,New
3058507,DEV_9721d3a19f20,New
3058508,DEV_ef6294bab59e,New
3058510,DEV_9f5ddb1f4087,Found
3058512,DEV_30254e232384,Found
3058513,DEV_3c134eb97eed,New
3058518,DEV_afb3a55e4cf3,New
3058521,DEV_9721d3a19f20,Found
3058522,DEV_ef6294bab59e,Found
3058523,DEV_f690c5ddb265,New
3058526,DEV_f4a5ef359340,New
3058529,DEV_9405b7d7944f,Found
3058531,DEV_7533f23b937c,Found
3058533,DEV_0eb2a9a57a79,New
3058535,DEV_c83cb4775bb1,New
3058536,DEV_f690c5ddb265,Found
3058538,DEV_b6a92bd4221a,Found
3058544,DEV_a35e657ddaea,New
3058545,DEV_392295576b60,Found
3058548,DEV_392295576b60,New
3058549,DEV_1780ec53b1f0,New
3058552,DEV_0e78d5d7c4a2,Found
3058554,DEV_f284e888e004,Unknown
3058555,DEV_d7d4f6e15132,Found
3058562,DEV_059ecd03b28d,New
3058565,DEV_23d039141bdb,Found
3058566,DEV_4a0504e3b303,New
3058569,DEV_1b77c44f114b,New
3058573,DEV_e364f13d9cdc,New
3058574,DEV_a0d5c743ab41,Unknown
3058575,DEV_d0dc2e4ec1cd,Found
3058576,DEV_a5f3ad677d08,Found
3058577,DEV_c08e337b7daa,Found
3058579,DEV_a559952e8868,New
3058580,DEV_f4a5ef359340,Found
3058582,DEV_79373443b47a,Found
3058583,DEV_0d635a11ddeb,Found
3058587,DEV_f4a5ef359340,Found
3058590,DEV_194731144a91,Found
3058593,DEV_40a6204f97ee,New
3058595,DEV_c462d7089ae1,Found
3058596,DEV_6534e3918927,Found
3058597,DEV_f4a5ef359340,New
3058598,DEV_e66fe314ca3d,New
3058601,DEV_65c5b475f8e8,Found
3058603,DEV_059ecd03b28d,New
3058604,DEV_c5f2963c1bd9,Found
3058607,DEV_4bb2c7f622a5,New
3058612,DEV_46a159dbd8a2,Found
3058613,DEV_338e918a7120,Found
3058614,DEV_c5863c2494a1,Found
3058615,DEV_768b54f77e86,
3058620,DEV_80f4760594d8,New
3058621,DEV_9a7b474ee414,New
3058623,DEV_4fd3e6072036,New
3058625,DEV_f4a5ef359340,Found
3058626,DEV_d3d324b9b04f,Found
3058628,DEV_9721d3a19f20,New
3058629,DEV_824dff84f544,New
3058632,DEV_e1d19bee3a09,Found
3058634,DEV_c08e337b7daa,Found
3058636,DEV_c462d7089ae1,Found
3058638,DEV_21a7e0198830,New
3058642,DEV_a1a20c79cf6d,New
3058643,DEV_392295576b60,Found
3058645,DEV_f690c5ddb265,Found
3058646,DEV_c462d7089ae1,Found
3058647,DEV_4fd3e6072036,Found
3058648,DEV_dc5014a77d86,Found
3058650,DEV_05d988e87c66,New
3058651,DEV_392295576b60,Found
3058655,DEV_b376862d5f4c,Found
3058658,DEV_52b6f95f0edd,New
3058660,DEV_c5f2963c1bd9,New
3058664,DEV_7b5b45825d8c,Found
3058666,DEV_f4a5ef359340,Found
3058669,DEV_7b5b45825d8c,New
3058671,DEV_25b9a683279e,Unknown
3058675,DEV_bbecc9d852d8,New
3058677,DEV_a321f398c292,New
3058678,DEV_3d8717cdf8d3,Found
3058679,DEV_0fe2791df526,New
3058680,DEV_f690c5ddb265,New
3058681,DEV_820abb44b4e1,Found
3058682,DEV_6b457216b92c,Found
3058689,DEV_33154f25dec3,Found
3058691,DEV_ca6e9d752be4,Found
3058692,DEV_7b5b45825d8c,Found
3058693,DEV_4392cc172cc5,Unknown
3058700,DEV_5f03782e00e1,Found
3058702,DEV_c462d7089ae1,Found
3058703,DEV_d7d4f6e15132,Found
3058707,DEV_78eeac019a2d,Found
3058711,DEV_e1d19bee3a09,New
3058712,DEV_66567de25cc0,New
3058718,DEV_292f440a925c,New
3058723,DEV_7b5b45825d8c,Found
3058724,DEV_0afd87e964f0,New
3058725,DEV_9721d3a19f20,Found
3058729,DEV_3dd264a81900,Found
3058731,DEV_9405b7d7944f,Found
3058732,DEV_6b457216b92c,New
3058735,DEV_d527a6ef1a7e,New
3058738,DEV_6437930fb5ff,New
3058739,DEV_eb45941e73e5,New
3058740,DEV_7b5b45825d8c,Found
3058741,DEV_e66fe314ca3d,New
3058742,DEV_b376862d5f4c,Found
3058744,DEV_c462d7089ae1,Found
3058745,DEV_d0c45a725006,New
3058746,DEV_c462d7089ae1,Found
3058747,DEV_74945d94a011,Found
3058749,DEV_05c9bc38958c,Found
3058751,DEV_768b54f77e86,
3058753,DEV_afb3a55e4cf3,New
3058756,DEV_7b5b45825d8c,Found
3058757,DEV_996aefbe32f0,Found
3058758,DEV_8dbf59f8e756,Found
3058759,DEV_768b54f77e86,
3058760,DEV_d8f03532010a,Found
3058761,DEV_0700eae4c17f,Found
3058765,DEV_8dbf59f8e756,Found
3058767,DEV_963ffb72081a,New
3058768,DEV_768b54f77e86,
3058773,DEV_43fa88ceee33,Found
3058775,DEV_21b14b33b559,New
3058776,DEV_c462d7089ae1,New
3058777,DEV_f690c5ddb265,Found
3058779,DEV_495bd2dd4e19,New
3058780,DEV_820abb44b4e1,New
3058782,DEV_b376862d5f4c,Found
3058784,DEV_768b54f77e86,
3058785,DEV_f690c5ddb265,New
3058790,DEV_6bba4475bfa8,New
3058791,DEV_e734a422ecc2,New
3058794,DEV_9695564381ca,Found
3058795,DEV_afb3a55e4cf3,New
3058796,DEV_059ecd03b28d,New
3058797,DEV_8dbf59f8e756,Found
3058800,DEV_c462d7089ae1,Found
3058802,DEV_a26daf972118,New
3058803,DEV_ec1e79c0ed67,Found
3058804,DEV_25b9a683279e,Unknown
3058805,DEV_ef64018bd8b1,New
3058806,DEV_37250fde9212,Found
3058808,DEV_a8ed20b8cdbb,Found
3058810,DEV_9405b7d7944f,New
3058814,DEV_5d1714b5b106,New
3058816,DEV_fb4d09c906bd,Found
3058822,DEV_78eeac019a2d,Found
3058825,DEV_1aa14ea3e2ca,New
3058826,DEV_616bd1cb9da4,New
3058828,DEV_d6bb29001339,Found
3058831,DEV_9c7cd9e52747,New
3058833,DEV_d7607fe69836,Found
3058834,DEV_0afd87e964f0,New
3058836,DEV_820abb44b4e1,Found
3058837,DEV_db990328f193,Unknown
3058838,DEV_9721d3a19f20,Found
3058841,DEV_f690c5ddb265,Found
3058844,DEV_baa876fc6ff0,Found
3058845,DEV_afa4308afab9,New
3058851,DEV_7d388457ee83,New
3058853,DEV_31a907c48eb5,New
3058854,DEV_d7607fe69836,Found
3058857,DEV_a7ded3e55491,Found
3058858,DEV_db990328f193,New
3058860,DEV_4de433080798,Found
3058861,DEV_43fa88ceee33,Found
3058862,DEV_2c2f4b5f6a8e,Found
3058868,DEV_8bd2966c05f3,New
3058871,DEV_3dd264a81900,New
3058874,DEV_e66fe314ca3d,Found
3058882,DEV_768b54f77e86,
3058883,DEV_ef64018bd8b1,New
3058884,DEV_fa9f80b5eef4,Found
3058885,DEV_261170ac2d36,New
3058890,DEV_b376862d5f4c,Found
3058892,DEV_7f97d8e544d3,New
3058894,DEV_b376862d5f4c,Found
3058897,DEV_c673e5d5f6eb,New
3058900,DEV_8ed53b3a11b8,Found
3058903,DEV_9721d3a19f20,New
3058905,DEV_73c36513aa36,Found
3058907,DEV_d74af15d51bb,Found
3058909,DEV_557ac7330c87,Found
3058910,DEV_6e7b1677193d,New
3058917,DEV_e2b40121becf,New
3058920,DEV_b376862d5f4c,Found
3058922,DEV_db42da3b99e3,New
3058923,DEV_3dd264a81900,Found
3058926,DEV_a8ed20b8cdbb,Found
3058927,DEV_652ba2c0d424,Found
3058931,DEV_10c6cb72b1ad,New
3058932,DEV_74945d94a011,Found
3058935,DEV_e66fe314ca3d,Found
3058937,DEV_d74af15d51bb,New
3058940,DEV_e2b40121becf,New
3058941,DEV_e0e2a13117d1,New
3058942,DEV_ef6294bab59e,Found
3058944,DEV_ef64018bd8b1,Found
3058946,DEV_e66fe314ca3d,New
3058948,DEV_a8ed20b8cdbb,Found
3058954,DEV_ef6294bab59e,New
3058957,DEV_768b54f77e86,
3058963,DEV_da291a50cc75,New
3058965,DEV_40a6204f97ee,New
3058966,DEV_45716e061d2a,New
3058969,DEV_e2b40121becf,New
3058974,DEV_73c36513aa36,Found
3058975,DEV_c462d7089ae1,New
3058977,DEV_c382de23a363,New
3058980,DEV_ec8e7f942e9d,Found
3058987,DEV_f690c5ddb265,New
3058988,DEV_db42da3b99e3,Found
3058989,DEV_c462d7089ae1,Found
3058990,DEV_a8ed20b8cdbb,New
3058991,DEV_73c36513aa36,Found
3058993,DEV_25a2bd764bbd,New
3058995,DEV_47f9a808e897,Found
3059000,DEV_d945bbf9432c,Found
3059001,DEV_e0518462b6f4,New
3059003,DEV_2c2f4b5f6a8e,Found
3059005,DEV_768b54f77e86,
3059006,DEV_db990328f193,Found
3059007,DEV_d527a6ef1a7e,Found
3059008,DEV_f690c5ddb265,Found
3059012,DEV_c462d7089ae1,Found
3059013,DEV_73c36513aa36,Found
3059014,DEV_ef6294bab59e,Found
3059018,DEV_e2b40121becf,New
3059020,DEV_1e1c23371d16,Found
3059022,DEV_1e1c23371d16,Found
3059026,DEV_ef6294bab59e,Found
3059028,DEV_ec1e79c0ed67,New
3059029,DEV_baa876fc6ff0,Found
3059030,DEV_d74af15d51bb,Found
3059031,DEV_e33726071ed4,Found
3059032,DEV_40a6204f97ee,New
3059035,DEV_26591c7f80f7,Found
3059041,DEV_9721d3a19f20,New
3059044,DEV_b96e0e0a4be1,New
3059045,DEV_40a6204f97ee,Found
3059046,DEV_9721d3a19f20,Found
3059047,DEV_1e1c23371d16,Found
3059048,DEV_7b5b45825d8c,New
3059049,DEV_73c36513aa36,New
3059051,DEV_e1d19bee3a09,Found
3059052,DEV_5bfcc80ef31a,New
3059053,DEV_1e1c23371d16,Found
3059054,DEV_e1d19bee3a09,Found
3059055,DEV_f284e888e004,Unknown
3059060,DEV_4fd3e6072036,Found
3059062,DEV_827ca98af882,New
3059064,DEV_4f5c285f92c7,New
3059065,DEV_47df55230f27,New
3059067,DEV_9721d3a19f20,Found
3059068,DEV_e1d19bee3a09,Found
3059075,DEV_6b457216b92c,Found
3059076,DEV_78eeac019a2d,Unknown
3059077,DEV_74945d94a011,Found
3059078,DEV_a1a20c79cf6d,Found
3059082,DEV_7b5b45825d8c,Found
3059087,DEV_955fbeca2c97,New
3059088,DEV_48bfec440fdc,Found
3059089,DEV_efc3184cf12b,Found
3059090,DEV_768b54f77e86,
3059092,DEV_25b9a683279e,Unknown
3059093,DEV_f690c5ddb265,New
3059095,DEV_768b54f77e86,
3059097,DEV_c0ac832eaefe,Found
3059100,DEV_74945d94a011,New
3059105,DEV_9405b7d7944f,New
3059108,DEV_a01939b860cf,Found
3059109,DEV_15c3e4da5154,Found
3059113,DEV_e8347b7f13b3,New
3059117,DEV_223e0b3bc28c,New
3059119,DEV_1b385ef4858f,New
3059128,DEV_afb3a55e4cf3,New
3059129,DEV_bb817aceec8b,New
3059131,DEV_059ecd03b28d,New
3059132,DEV_3c6d22c8a6e2,New
3059133,DEV_5cdc4035e9b5,Found
3059136,DEV_efc3184cf12b,Found
3059137,DEV_fc88aa2b0fa6,Found
3059140,DEV_e2b40121becf,New
3059145,DEV_c5f2963c1bd9,New
3059148,DEV_5803e9e775dd,Found
3059149,DEV_622f96e2dd30,Found
3059150,DEV_9405b7d7944f,Found
3059153,DEV_40a6204f97ee,New
3059155,DEV_213ae4cf706f,New
3059156,DEV_0e78d5d7c4a2,Found
3059157,DEV_15c3e4da5154,Found
3059162,DEV_9721d3a19f20,Found
3059163,DEV_e364f13d9cdc,New
3059164,DEV_5cdc4035e9b5,New
3059166,DEV_f284e888e004,Found
3059167,DEV_a1b502122b72,New
3059169,DEV_827ca98af882,Found
3059173,DEV_3dd264a81900,New
3059178,DEV_efc3184cf12b,Found
3059181,DEV_a68eafb5e24e,New
3059186,DEV_9f6841bb81ba,Found
3059188,DEV_616bd1cb9da4,Unknown
3059190,DEV_db990328f193,New
3059193,DEV_f284e888e004,Unknown
3059194,DEV_43fa88ceee33,New
3059197,DEV_213ae4cf706f,New
3059198,DEV_9721d3a19f20,New
3059199,DEV_afb3a55e4cf3,New
3059200,DEV_afb3a55e4cf3,Found
3059201,DEV_034009e59b1d,Found
3059203,DEV_1435f26530d1,Found
3059204,DEV_7f75f62dbca5,Found
3059205,DEV_0ba9ffaa086d,Found
3059206,DEV_19a0c4cbcbee,New
3059207,DEV_e1d19bee3a09,New
3059208,DEV_1e1c23371d16,Found
3059209,DEV_11df3b0cbb68,Found
3059211,DEV_3c134eb97eed,New
3059212,DEV_afb3a55e4cf3,Found
3059216,DEV_74945d94a011,Found
3059220,DEV_afb3a55e4cf3,New
3059222,DEV_dfada5c4e2be,New
3059223,DEV_a4ae988e3dbc,Found
3059224,DEV_ef6294bab59e,Found
3059228,DEV_5bac94e60866,New
3059230,DEV_74945d94a011,Found
3059231,DEV_14fd052c4f55,New
3059232,DEV_db990328f193,Unknown
3059234,DEV_f690c5ddb265,Found
3059235,DEV_6f176f25c20e,Found
3059236,DEV_955fbeca2c97,Found
3059239,DEV_b96e0e0a4be1,Found
3059241,DEV_46a159dbd8a2,Found
3059244,DEV_7b5b45825d8c,Found
3059247,DEV_89f728fc65ae,Found
3059248,DEV_ec1e79c0ed67,Found
3059249,DEV_14fd052c4f55,Found
3059253,DEV_40a6204f97ee,Found
3059255,DEV_c5f2963c1bd9,Found
3059262,DEV_74945d94a011,Found
3059263,DEV_74945d94a011,Found
3059267,DEV_9f6841bb81ba,New
3059273,DEV_bd5768005816,New
3059277,DEV_23d041ab0794,Found
3059279,DEV_b7724880609d,Found
3059281,DEV_0eb2a9a57a79,New
3059284,DEV_b7724880609d,Found
3059285,DEV_74945d94a011,Found
3059289,DEV_47f9a808e897,New
3059290,DEV_40a6204f97ee,Found
3059292,DEV_9405b7d7944f,New
3059295,DEV_827ca98af882,Found
3059298,DEV_46a159dbd8a2,Found
3059301,DEV_45fcd4654c07,Found
3059306,DEV_768b54f77e86,
3059307,DEV_9f6841bb81ba,New
3059311,DEV_e1d19bee3a09,Unknown
3059312,DEV_27bb72bfc61e,New
3059314,DEV_d72960f4286d,Found
3059320,DEV_768b54f77e86,
3059322,DEV_65eebbc913c8,Found
3059324,DEV_e1d19bee3a09,Unknown
3059325,DEV_da51a5f94ea7,New
3059326,DEV_c462d7089ae1,New
3059327,DEV_f6e2a294eee5,Found
3059328,DEV_10c6cb72b1ad,New
3059330,DEV_c9c09d6fcea9,New
3059332,DEV_46a159dbd8a2,New
3059333,DEV_f6e2a294eee5,Found
3059335,DEV_1866497e7eba,New
3059341,DEV_f690c5ddb265,Found
3059342,DEV_40a6204f97ee,New
3059343,DEV_e1d19bee3a09,Unknown
3059344,DEV_33154f25dec3,New
3059345,DEV_f3023e665c1b,New
3059355,DEV_3796bfaae824,New
3059357,DEV_6437930fb5ff,New
3059359,DEV_6b457216b92c,Found
3059364,DEV_d094973e8d8c,New
3059365,DEV_09dfacbd12c9,Found
3059375,DEV_9721d3a19f20,Found
3059378,DEV_db72ccc3d4ca,Found
3059379,DEV_6b457216b92c,New
3059382,DEV_c9c09d6fcea9,New
3059388,DEV_e1d19bee3a09,Unknown
3059389,DEV_4fd3e6072036,New
3059391,DEV_db42da3b99e3,Found
3059393,DEV_40a6204f97ee,Found
3059394,DEV_c5f2963c1bd9,Found
3059398,DEV_da51a5f94ea7,Found
3059399,DEV_f690c5ddb265,Found
3059400,DEV_f690c5ddb265,Found
3059403,DEV_1c6b33485ddb,Found
3059406,DEV_cca82028a54c,New
3059410,DEV_a9f763f20585,Found
3059413,DEV_d6644f9c564e,New
3059415,DEV_af6e15b7c5ce,New
3059416,DEV_1bb949f3290e,New
3059418,DEV_c5f2963c1bd9,Found
3059420,DEV_31ad82568647,New
3059423,DEV_c462d7089ae1,Found
3059425,DEV_874a7d31c7de,Found
3059426,DEV_768b54f77e86,
3059427,DEV_f690c5ddb265,New
3059428,DEV_f1285ae1ec05,New
3059432,DEV_059ecd03b28d,New
3059434,DEV_b364434da9e9,New
3059436,DEV_6e36c6994320,Found
3059437,DEV_768b54f77e86,
3059440,DEV_833bf98a61cc,New
3059441,DEV_c5f2963c1bd9,Found
3059444,DEV_ca40963aeab6,New
3059445,DEV_3bc2ba781434,New
3059446,DEV_e2b40121becf,New
3059451,DEV_c462d7089ae1,Found
3059452,DEV_70d4d3714cce,New
3059456,DEV_6b457216b92c,Found
3059458,DEV_da51a5f94ea7,Found
3059460,DEV_e364f13d9cdc,Found
3059465,DEV_2bd0fd3bb82a,New
3059468,DEV_9721d3a19f20,New
3059473,DEV_b376862d5f4c,Found
3059478,DEV_6b457216b92c,Found
3059479,DEV_4154b386eb05,New
3059481,DEV_c462d7089ae1,Found
3059482,DEV_d6bb29001339,New
3059483,DEV_2bd7a2d0eb92,New
3059484,DEV_f690c5ddb265,New
3059486,DEV_30254e232384,New
3059492,DEV_f085aeefe63c,New
3059493,DEV_c5f2963c1bd9,Found
3059494,DEV_616bd1cb9da4,New
3059499,DEV_ec1e79c0ed67,Found
3059501,DEV_6b457216b92c,Found
3059506,DEV_0e78d5d7c4a2,Found
3059507,DEV_a5f3ad677d08,Found
3059510,DEV_77b82f840599,Unknown
3059512,DEV_9721d3a19f20,New
3059514,DEV_223e0b3bc28c,New
3059515,DEV_380294cb9a7d,Found
3059518,DEV_47a0179928ee,New
3059521,DEV_f690c5ddb265,Found
3059522,DEV_fa5bab27ad00,Found
3059524,DEV_74945d94a011,Found
3059526,DEV_c7e87d13b7b7,Found
3059530,DEV_768b54f77e86,
3059532,DEV_f690c5ddb265,Found
3059534,DEV_db990328f193,Found
3059537,DEV_1d17b265f88a,New
3059538,DEV_9721d3a19f20,New
3059539,DEV_40a6204f97ee,Found
3059540,DEV_73a8e3d96462,New
3059544,DEV_4bb2c7f622a5,New
3059545,DEV_3f626d3928a1,New
3059546,DEV_9e580047e0b0,New
3059547,DEV_a7c06b3b4a02,Found
3059556,DEV_2babc314f52b,Found
3059557,DEV_f690c5ddb265,Found
3059558,DEV_a0d5c743ab41,Found
3059559,DEV_174e45274502,New
3059561,DEV_9721d3a19f20,New
3059562,DEV_9721d3a19f20,Found
3059563,DEV_9721d3a19f20,New
3059564,DEV_2bd7a2d0eb92,Found
3059565,DEV_d945bbf9432c,New
3059567,DEV_2a95e4912318,New
3059570,DEV_2babc314f52b,Found
3059575,DEV_47f9a808e897,Found
3059578,DEV_6bba4475bfa8,Found
3059580,DEV_7b5b45825d8c,New
3059583,DEV_69dc3a93d8f6,New
3059589,DEV_862840d08a53,New
3059592,DEV_3796bfaae824,Found
3059593,DEV_f3023e665c1b,Found
3059598,DEV_e2b40121becf,New
3059601,DEV_ec1e79c0ed67,New
3059602,DEV_7b5b45825d8c,Found
3059607,DEV_fa5bab27ad00,Found
3059608,DEV_e2b40121becf,Found
3059609,DEV_2bd7a2d0eb92,Found
3059610,DEV_d7607fe69836,New
3059612,DEV_7b5b45825d8c,New
3059613,DEV_7f97d8e544d3,New
3059617,DEV_fe12531217a8,New
3059618,DEV_e1d19bee3a09,New
3059619,DEV_b364434da9e9,New
3059622,DEV_78eeac019a2d,New
3059623,DEV_c0ac832eaefe,New
3059624,DEV_e1d19bee3a09,New
3059625,DEV_ba002dd3e222,Found
3059627,DEV_e9458975b8fb,New
3059628,DEV_d7607fe69836,New
3059629,DEV_0700eae4c17f,Found
3059633,DEV_5cfc26c67086,Found
3059634,DEV_14fd052c4f55,Found
3059635,DEV_9721d3a19f20,New
3059636,DEV_c462d7089ae1,New
3059637,DEV_9e580047e0b0,New
3059639,DEV_3d8717cdf8d3,Found
3059640,DEV_1e1c23371d16,Unknown
3059644,DEV_223e0b3bc28c,Found
3059646,DEV_6437930fb5ff,New
3059649,DEV_6f176f25c20e,Found
3059650,DEV_3796bfaae824,Found
3059651,DEV_955fbeca2c97,New
3059655,DEV_5cfc26c67086,Found
3059656,DEV_e94c147c9471,Found
3059658,DEV_f3023e665c1b,Found
3059662,DEV_afb3a55e4cf3,Found
3059663,DEV_e2b40121becf,New
3059666,DEV_f690c5ddb265,Found
3059668,DEV_0e78d5d7c4a2,New
3059669,DEV_8954a4ff02cb,New
3059670,DEV_1d402f787c52,Unknown
3059673,DEV_25b9a683279e,New
3059676,DEV_76b9fff60951,New
3059678,DEV_de95b428892f,Found
3059679,DEV_5d3fe338bba6,New
3059680,DEV_a65016ff931a,Found
3059685,DEV_6fe3c675c677,New
3059687,DEV_059ecd03b28d,Found
3059692,DEV_059ecd03b28d,Found
3059693,DEV_3796bfaae824,New
3059698,DEV_afb3a55e4cf3,New
3059699,DEV_e2b40121becf,New
3059702,DEV_37250fde9212,Found
3059706,DEV_f2d97b213d39,New
3059707,DEV_c462d7089ae1,New
3059708,DEV_e94c147c9471,New
3059709,DEV_ec1e79c0ed67,Found
3059711,DEV_52b6f95f0edd,Found
3059712,DEV_c08e337b7daa,Found
3059716,DEV_ad31065b2eb3,Found
3059719,DEV_f690c5ddb265,New
3059720,DEV_fd463e734d6f,New
3059721,DEV_768b54f77e86,
3059722,DEV_1ec24cef628f,New
3059724,DEV_e2b40121becf,New
3059726,DEV_25b9a683279e,Unknown
3059729,DEV_d7607fe69836,New
3059733,DEV_30254e232384,New
3059735,DEV_6e36c6994320,Found
3059739,DEV_ba7b622951df,Found
3059740,DEV_33154f25dec3,Found
3059741,DEV_b2f43ad260a6,New
3059742,DEV_0700eae4c17f,Found
3059743,DEV_6be8ab2046a6,New
3059744,DEV_9721d3a19f20,Found
3059745,DEV_f690c5ddb265,New
3059748,DEV_0700eae4c17f,Found
3059751,DEV_6b457216b92c,Found
3059752,DEV_ec1e79c0ed67,New
3059753,DEV_6b3d249a3bb7,New
3059754,DEV_25b9a683279e,Found
3059756,DEV_818dec55ad44,Found
3059758,DEV_8e0291806b1c,New
3059759,DEV_0700eae4c17f,Found
3059765,DEV_6c0c02512db5,New
3059767,DEV_6e36c6994320,Found
3059775,DEV_2ae425092943,New
3059776,DEV_d5d9fc05d32f,Found
3059778,DEV_f6e2a294eee5,Found
3059780,DEV_d6644f9c564e,New
3059781,DEV_afb3a55e4cf3,New
3059783,DEV_e94c147c9471,Found
3059784,DEV_3796bfaae824,Found
3059786,DEV_3c134eb97eed,Found
3059787,DEV_0700eae4c17f,Found
3059793,DEV_b376862d5f4c,Found
3059795,DEV_25b9a683279e,Unknown
3059796,DEV_41a8a7acc257,Found
3059798,DEV_7b5b45825d8c,Found
3059800,DEV_25b9a683279e,Unknown
3059805,DEV_14c536e6969b,Unknown
3059806,DEV_ca6e9d752be4,New
3059808,DEV_f690c5ddb265,Found
3059810,DEV_e2b40121becf,New
3059811,DEV_6d2d03a614ef,New
3059822,DEV_40a6204f97ee,Found
3059824,DEV_78eeac019a2d,Found
3059826,DEV_059ecd03b28d,New
3059828,DEV_6b457216b92c,New
3059830,DEV_f690c5ddb265,New
3059832,DEV_0e78d5d7c4a2,Found
3059839,DEV_b6aabcc6ad48,Found
3059844,DEV_a7aafdc9063e,New
3059845,DEV_71bfbaf9e02e,Found
3059847,DEV_6b457216b92c,Found
3059849,DEV_0753a919917c,Found
3059851,DEV_a68eafb5e24e,Found
3059853,DEV_f690c5ddb265,Found
3059854,DEV_26591c7f80f7,Found
3059856,DEV_6b457216b92c,Found
3059857,DEV_f690c5ddb265,Found
3059858,DEV_ca6e9d752be4,Found
3059860,DEV_e11afd1a0ee1,Found
3059863,DEV_6b457216b92c,Found
3059865,DEV_0a8e09920ff0,New
3059868,DEV_25b9a683279e,Unknown
3059870,DEV_a0407b22fe4b,Found
3059871,DEV_2199ff12afde,Found
3059872,DEV_1e1c23371d16,New
3059875,DEV_f690c5ddb265,New
3059876,DEV_4f5c285f92c7,New
3059878,DEV_78eeac019a2d,Found
3059880,DEV_40a6204f97ee,Found
3059882,DEV_e364f13d9cdc,New
3059886,DEV_76eb8577ed73,Found
3059888,DEV_25b9a683279e,Unknown
3059889,DEV_e6be5836b578,New
3059890,DEV_6f176f25c20e,New
3059896,DEV_0bbfd6e0dad8,Found
3059898,DEV_f690c5ddb265,Found
3059902,DEV_f690c5ddb265,New
3059903,DEV_8e37cf0775f4,New
3059906,DEV_ba002dd3e222,Found
3059908,DEV_47df55230f27,New
3059913,DEV_b6aabcc6ad48,Found
3059914,DEV_534e36cad40f,New
3059915,DEV_d7d4f6e15132,Found
3059918,DEV_f0d848698146,Found
3059922,DEV_6b457216b92c,Found
3059923,DEV_9bc335223c59,Found
3059925,DEV_74945d94a011,New
3059929,DEV_c462d7089ae1,New
3059930,DEV_292f440a925c,Found
3059931,DEV_fc095f8c4442,Found
3059932,DEV_ed3d4099fc64,Found
3059933,DEV_e6be5836b578,Found
3059934,DEV_f690c5ddb265,New
3059941,DEV_f690c5ddb265,Found
3059948,DEV_292f440a925c,Found
3059949,DEV_f690c5ddb265,Found
3059950,DEV_6b457216b92c,Found
3059951,DEV_9405b7d7944f,New
3059953,DEV_e2b40121becf,New
3059955,DEV_e1d19bee3a09,Found
3059956,DEV_6d1879d3e3cd,Found
3059957,DEV_a8ed20b8cdbb,New
3059958,DEV_40a6204f97ee,Found
3059959,DEV_9bc335223c59,Found
3059960,DEV_9721d3a19f20,Found
3059961,DEV_25b9a683279e,Unknown
3059963,DEV_e2b40121becf,New
3059964,DEV_40a6204f97ee,Found
3059965,DEV_a0d5c743ab41,New
3059966,DEV_40a6204f97ee,New
3059969,DEV_fde3f38969c2,Found
3059970,DEV_a0d5c743ab41,Found
3059974,DEV_c0ac832eaefe,Found
3059977,DEV_f8234624a1af,Found
3059983,DEV_f8234624a1af,Found
3059984,DEV_2bd0fd3bb82a,New
3059985,DEV_737b82da83ec,Found
3059986,DEV_d7d4f6e15132,New
3059987,DEV_77b82f840599,Unknown
3059991,DEV_f690c5ddb265,Found
3059992,DEV_f690c5ddb265,Found
3059994,DEV_a7aafdc9063e,New
3059995,DEV_a0407b22fe4b,Found
3059996,DEV_c462d7089ae1,Found
3059997,DEV_7d500f4d3833,Found
3059998,DEV_2199ff12afde,Found
3060004,DEV_d31eadc26fb8,New
3060005,DEV_868ce3717b3f,Found
3060006,DEV_bd5768005816,Found
3060008,DEV_f6692bc07860,Found
3060010,DEV_40a6204f97ee,New
3060015,DEV_9bc335223c59,New
3060017,DEV_6bba4475bfa8,New
