from_case,to_transaction,is_first_fraud
CC-1299,3111112,1
CC-1299,3112391,0
CC-1300,3085934,1
CC-1300,3087675,0
CC-1300,3099357,0
CC-1300,3108719,0
CC-1300,3108745,0
CC-1301,3108825,1
CC-1302,3109316,1
CC-1302,3109337,0
CC-1302,3109371,0
CC-1302,3110484,0
CC-1302,3111522,0
CC-1302,3111529,0
CC-1302,3111632,0
CC-1302,3112661,0
CC-1303,3112706,0
CC-1304,3112256,0
CC-1305,3104597,1
CC-1305,3107174,0
CC-1306,3112439,0
CC-1307,3112087,0
CC-1308,3107351,1
CC-1309,3098962,1
CC-1309,3104548,0
CC-1309,3109600,0
CC-1310,3111349,0
CC-1311,3111704,0
CC-1312,3110520,1
CC-1313,3113745,0
CC-1314,3110492,1
CC-1315,3108541,1
CC-1316,3112483,1
CC-1316,3112623,0
CC-1317,3113962,0
CC-1318,3109281,1
CC-1319,3108432,1
CC-1319,3108450,0
CC-1319,3108455,0
CC-1320,3112223,0
CC-1321,3114017,0
CC-1322,3108332,1
CC-1323,3113300,0
CC-1324,3113706,1
CC-1325,3109811,1
CC-1325,3110049,0
CC-1326,3114881,0
CC-1327,3114462,0
CC-1328,3110632,1
CC-1329,3110077,1
CC-1329,3110519,0
CC-1329,3114498,0
CC-1330,3108818,1
CC-1330,3114928,0
CC-1331,3089203,1
CC-1331,3089207,0
CC-1331,3089324,0
CC-1331,3089333,0
CC-1331,3089530,0
CC-1331,3091545,0
CC-1331,3091868,0
CC-1331,3092020,0
CC-1331,3092044,0
CC-1331,3092075,0
CC-1331,3098390,0
CC-1331,3098399,0
CC-1331,3098552,0
CC-1331,3098645,0
CC-1331,3098658,0
CC-1331,3101263,0
CC-1331,3101328,0
CC-1331,3101695,0
CC-1331,3101794,0
CC-1331,3101829,0
CC-1331,3101839,0
CC-1331,3101859,0
CC-1331,3101937,0
CC-1331,3102063,0
CC-1331,3102085,0
CC-1331,3102090,0
CC-1331,3102159,0
CC-1331,3103318,0
CC-1331,3104096,0
CC-1331,3104193,0
CC-1331,3109045,0
CC-1331,3110542,0
CC-1331,3110602,0
CC-1331,3112129,0
CC-1331,3112175,0
CC-1331,3112216,0
CC-1331,3112233,0
CC-1331,3112253,0
CC-1331,3112263,0
CC-1331,3112355,0
CC-1331,3112435,0
CC-1331,3112770,0
CC-1331,3114052,0
CC-1331,3114107,0
CC-1331,3114743,0
CC-1332,3110283,1
CC-1333,3114026,0
CC-1334,3101533,1
CC-1334,3107684,0
CC-1334,3110771,0
CC-1335,3109226,1
CC-1335,3109263,0
CC-1335,3109318,0
CC-1335,3109617,0
CC-1335,3109625,0
CC-1336,3114837,0
CC-1337,3110367,1
CC-1338,3097058,1
CC-1338,3097098,0
CC-1338,3098714,0
CC-1338,3106109,0
CC-1338,3112386,0
CC-1338,3112644,0
CC-1338,3112672,0
CC-1339,3110307,1
CC-1340,3111800,1
CC-1341,3114308,1
CC-1341,3114360,0
CC-1342,3113793,1
CC-1343,3114537,1
CC-1344,3115474,0
CC-1345,3111848,1
CC-1346,3110951,1
CC-1347,3116116,0
CC-1348,3115074,1
CC-1349,3111755,1
CC-1350,3115499,1
CC-1351,3116068,0
CC-1352,3115875,0
CC-1353,3112986,1
CC-1354,3113942,1
CC-1355,3111605,1
CC-1356,3113510,1
CC-1357,3098346,1
CC-1357,3104650,0
CC-1357,3114742,0
CC-1357,3114900,0
CC-1358,3116832,1
CC-1359,3116514,0
CC-1360,3117542,0
CC-1361,3117577,0
CC-1362,3116684,0
CC-1363,3117365,0
CC-1364,3117112,0
CC-1365,3117207,0
CC-1366,3116864,0
CC-1367,3116407,1
CC-1368,3115798,1
CC-1369,3115501,1
CC-1370,3114089,1
CC-1370,3114298,0
CC-1371,3114936,1
CC-1372,3115778,1
CC-1372,3116433,0
CC-1372,3116553,0
CC-1373,3116891,0
CC-1374,3118539,0
CC-1375,3115029,1
CC-1376,3106063,1
CC-1376,3115337,0
CC-1377,3117042,0
CC-1378,3117499,0
CC-1379,3114786,1
CC-1380,3113999,1
CC-1381,3118352,0
CC-1382,3117402,0
CC-1383,3118964,0
CC-1384,3113582,1
CC-1385,3095232,1
CC-1385,3095824,0
CC-1385,3095921,0
CC-1385,3097658,0
CC-1385,3103604,0
CC-1385,3103687,0
CC-1385,3104963,0
CC-1385,3105064,0
CC-1385,3112918,0
CC-1386,3117238,0
CC-1387,3111635,1
CC-1387,3116669,0
CC-1387,3116742,0
CC-1387,3118604,0
CC-1388,3116399,1
CC-1389,3118646,0
CC-1390,3036171,1
CC-1390,3036259,0
CC-1390,3037914,0
CC-1390,3037936,0
CC-1390,3038393,0
CC-1390,3038408,0
CC-1390,3040216,0
CC-1390,3044355,0
CC-1390,3046764,0
CC-1390,3052642,0
CC-1390,3052676,0
CC-1390,3054242,0
CC-1390,3054316,0
CC-1390,3055352,0
CC-1390,3055473,0
CC-1390,3055810,0
CC-1390,3060415,0
CC-1390,3060489,0
CC-1390,3060559,0
CC-1390,3066672,0
CC-1390,3066707,0
CC-1390,3074513,0
CC-1390,3079957,0
CC-1390,3081711,0
CC-1390,3084722,0
CC-1390,3089336,0
CC-1390,3098553,0
CC-1390,3099496,0
CC-1390,3102625,0
CC-1390,3105206,0
CC-1390,3105231,0
CC-1390,3105234,0
CC-1390,3105241,0
CC-1390,3110197,0
CC-1390,3112326,0
CC-1390,3115583,0
CC-1390,3116226,0
CC-1390,3116238,0
CC-1390,3116418,0
CC-1391,3117610,0
CC-1392,3118882,1
CC-1393,3119399,0
CC-1394,3119219,0
CC-1395,3116336,1
CC-1396,3119380,0
CC-1397,3118859,0
CC-1398,3115597,1
CC-1399,3119065,0
CC-1400,3119103,1
CC-1401,3114582,1
CC-1401,3114830,0
CC-1401,3116449,0
CC-1401,3119847,0
CC-1402,3119582,0
CC-1403,3116257,1
CC-1404,3119684,0
CC-1405,3119865,1
CC-1405,3120032,0
CC-1406,3115644,1
CC-1407,3115645,1
CC-1408,3117987,1
CC-1408,3118063,0
CC-1409,3119098,1
CC-1410,3116568,1
CC-1411,3117581,1
CC-1412,3120387,0
CC-1413,3117948,1
CC-1414,3116707,1
CC-1414,3116713,0
CC-1415,3119449,1
CC-1415,3119453,0
CC-1416,3120492,0
CC-1417,3116972,1
CC-1418,3118642,1
CC-1419,3121423,0
CC-1420,3121126,0
CC-1421,3119055,1
CC-1422,3120190,0
CC-1423,3119743,1
CC-1424,3120033,1
CC-1425,3108979,1
CC-1425,3118375,0
CC-1426,3121745,0
CC-1427,3122075,0
CC-1428,3120838,1
CC-1429,3120890,0
CC-1430,3109911,1
CC-1430,3116188,0
CC-1430,3116196,0
CC-1430,3116269,0
CC-1430,3118227,0
CC-1431,3122176,0
CC-1432,3120826,0
CC-1433,3116763,1
CC-1434,3122400,0
CC-1435,3121985,0
CC-1436,3074648,1
CC-1436,3076934,0
CC-1436,3081779,0
CC-1436,3087995,0
CC-1436,3090193,0
CC-1436,3090234,0
CC-1436,3093742,0
CC-1436,3099748,0
CC-1436,3099870,0
CC-1436,3102776,0
CC-1436,3102806,0
CC-1436,3105084,0
CC-1436,3109598,0
CC-1436,3109601,0
CC-1436,3117882,0
CC-1436,3118259,0
CC-1436,3122058,0
CC-1437,3117745,1
CC-1437,3117768,0
CC-1438,3119408,1
CC-1439,3112852,1
CC-1439,3112942,0
CC-1439,3112959,0
CC-1439,3113144,0
CC-1439,3114160,0
CC-1439,3115054,0
CC-1439,3115117,0
CC-1439,3116076,0
CC-1439,3117224,0
CC-1439,3117422,0
CC-1439,3117448,0
CC-1439,3117459,0
CC-1439,3119094,0
CC-1439,3121742,0
CC-1440,3122345,0
CC-1441,3123215,1
CC-1442,3120096,1
CC-1443,3119823,1
CC-1443,3119825,0
CC-1444,3114060,1
CC-1444,3120752,0
CC-1445,3123021,0
CC-1446,3120028,1
CC-1447,3123009,0
CC-1448,3122654,1
CC-1448,3123657,0
CC-1448,3123665,0
CC-1448,3123703,0
CC-1449,3123216,0
CC-1450,3075860,1
CC-1450,3076708,0
CC-1450,3083388,0
CC-1450,3085750,0
CC-1450,3086238,0
CC-1450,3091016,0
CC-1450,3091249,0
CC-1450,3097964,0
CC-1450,3102590,0
CC-1450,3112866,0
CC-1450,3118311,0
CC-1450,3118695,0
CC-1450,3122604,0
CC-1450,3122656,0
CC-1451,3119929,1
CC-1452,3092583,1
CC-1452,3092845,0
CC-1452,3094574,0
CC-1452,3103238,0
CC-1452,3103252,0
CC-1452,3103493,0
CC-1452,3103696,0
CC-1452,3103892,0
CC-1452,3106753,0
CC-1452,3106772,0
CC-1452,3106911,0
CC-1452,3109165,0
CC-1452,3110765,0
CC-1452,3110772,0
CC-1452,3112018,0
CC-1452,3112698,0
CC-1452,3112820,0
CC-1452,3113829,0
CC-1452,3113852,0
CC-1452,3114405,0
CC-1452,3114408,0
CC-1452,3121291,0
CC-1453,3110685,1
CC-1453,3110701,0
CC-1453,3113872,0
CC-1453,3117897,0
CC-1453,3119936,0
CC-1453,3123407,0
CC-1454,3119329,1
CC-1454,3119372,0
CC-1454,3120109,0
CC-1454,3120115,0
CC-1455,3117481,1
CC-1455,3118577,0
CC-1455,3122847,0
CC-1456,3115728,1
CC-1456,3120996,0
CC-1457,3121677,1
CC-1458,3118688,1
CC-1458,3118785,0
CC-1458,3122885,0
CC-1459,3123487,1
CC-1460,3109193,1
CC-1460,3112037,0
CC-1460,3120078,0
CC-1460,3120804,0
CC-1460,3121822,0
CC-1461,3123736,1
CC-1461,3124539,0
CC-1462,3124238,0
CC-1463,3124436,1
CC-1464,3124924,0
CC-1465,3123375,1
CC-1466,3124117,1
CC-1467,3123829,1
CC-1468,3122548,1
CC-1468,3123178,0
CC-1469,3125236,0
CC-1470,3124854,1
CC-1471,3126489,0
CC-1472,3126332,1
CC-1473,3122958,1
CC-1474,3122553,1
CC-1475,3106996,1
CC-1475,3107600,0
CC-1475,3107670,0
CC-1475,3112239,0
CC-1475,3112324,0
CC-1475,3117085,0
CC-1475,3117123,0
CC-1475,3120420,0
CC-1475,3120423,0
CC-1475,3122136,0
CC-1476,3123271,1
CC-1476,3123345,0
CC-1477,3121914,1
CC-1478,3124586,1
CC-1479,3124902,1
CC-1480,3125188,0
CC-1481,3126083,1
CC-1482,3114100,1
CC-1482,3114108,0
CC-1482,3114159,0
CC-1482,3114199,0
CC-1482,3122537,0
CC-1483,3127007,1
CC-1484,3125423,1
CC-1485,3123700,1
CC-1485,3123708,0
CC-1485,3123734,0
CC-1485,3123742,0
CC-1486,3125784,1
CC-1487,3125506,1
CC-1487,3125563,0
CC-1488,3126545,1
CC-1489,3126760,1
CC-1490,3127523,0
CC-1491,3115513,1
CC-1491,3116721,0
CC-1491,3117892,0
CC-1491,3117898,0
CC-1491,3117906,0
CC-1491,3117928,0
CC-1491,3117970,0
CC-1491,3122587,0
CC-1491,3123912,0
CC-1491,3124573,0
CC-1491,3126896,0
CC-1492,3123656,1
CC-1492,3127111,0
CC-1492,3127156,0
CC-1493,3125375,1
CC-1493,3125598,0
CC-1494,3127638,1
CC-1494,3127670,0
CC-1495,3090934,1
CC-1495,3090959,0
CC-1495,3100582,0
CC-1495,3100653,0
CC-1495,3103927,0
CC-1495,3104494,0
CC-1495,3112451,0
CC-1495,3119326,0
CC-1495,3123279,0
CC-1495,3126360,0
CC-1495,3126689,0
CC-1496,3127812,1
CC-1496,3127825,0
CC-1496,3127837,0
CC-1496,3127843,0
CC-1496,3127847,0
CC-1496,3127856,0
CC-1497,3127307,1
CC-1498,3122772,1
CC-1498,3122971,0
CC-1498,3127571,0
CC-1498,3127587,0
CC-1498,3127610,0
CC-1498,3127619,0
CC-1498,3127623,0
CC-1498,3127626,0
CC-1498,3127641,0
CC-1498,3127666,0
CC-1499,3128163,0
CC-1500,3128143,1
CC-1501,3113549,1
CC-1501,3118474,0
CC-1501,3118528,0
CC-1501,3118552,0
CC-1501,3121976,0
CC-1501,3125364,0
CC-1502,3126338,1
CC-1503,3127130,1
CC-1503,3127685,0
CC-1503,3128018,0
CC-1504,3119883,1
CC-1504,3126895,0
CC-1505,3129122,0
CC-1506,3128494,1
CC-1507,3113088,1
CC-1507,3113454,0
CC-1507,3117848,0
CC-1507,3121950,0
CC-1507,3123063,0
CC-1507,3123121,0
CC-1507,3123211,0
CC-1507,3123306,0
CC-1507,3123408,0
CC-1507,3126357,0
CC-1507,3126384,0
CC-1508,3129016,1
CC-1508,3129063,0
CC-1509,3126994,1
CC-1510,3125160,1
CC-1510,3127254,0
CC-1511,3111458,1
CC-1511,3120261,0
CC-1511,3120293,0
CC-1511,3121074,0
CC-1511,3126603,0
CC-1512,3125225,1
CC-1513,3125262,1
CC-1514,3118985,1
CC-1514,3122746,0
CC-1514,3126657,0
CC-1514,3127378,0
CC-1514,3127544,0
CC-1514,3127579,0
CC-1515,3128342,0
CC-1516,3126237,1
CC-1517,3129160,1
CC-1518,3126608,1
CC-1519,3127565,1
CC-1520,3127831,1
CC-1521,3129952,1
CC-1522,3129161,0
CC-1523,3130703,0
CC-1524,3114927,1
CC-1524,3116044,0
CC-1524,3116067,0
CC-1524,3118262,0
CC-1524,3123330,0
CC-1524,3123365,0
CC-1524,3125754,0
CC-1524,3128335,0
CC-1524,3130355,0
CC-1524,3130383,0
CC-1524,3130550,0
CC-1524,3130553,0
CC-1524,3130567,0
CC-1524,3130593,0
CC-1525,3130964,1
CC-1526,3127694,1
CC-1526,3127695,0
CC-1527,3130877,0
CC-1528,3125306,1
CC-1528,3125545,0
CC-1528,3125626,0
CC-1528,3125744,0
CC-1528,3128724,0
CC-1528,3128732,0
CC-1529,3115603,1
CC-1529,3118793,0
CC-1529,3123073,0
CC-1529,3123844,0
CC-1529,3123876,0
CC-1529,3124944,0
CC-1529,3130057,0
CC-1530,3131134,0
CC-1531,3126595,1
CC-1531,3129603,0
CC-1532,3127881,1
CC-1533,3131080,0
CC-1534,3131189,1
CC-1535,3117559,1
CC-1535,3123117,0
CC-1535,3124041,0
CC-1535,3126696,0
CC-1535,3128136,0
CC-1535,3130035,0
CC-1536,3127752,1
CC-1536,3127894,0
CC-1536,3127972,0
CC-1536,3127985,0
CC-1536,3128019,0
CC-1536,3128328,0
CC-1536,3130287,0
CC-1537,3126731,1
CC-1537,3129626,0
CC-1538,3127882,1
CC-1539,3125346,1
CC-1539,3128192,0
CC-1540,3118091,1
CC-1540,3120705,0
CC-1540,3127168,0
CC-1540,3130927,0
CC-1541,3131943,1
CC-1542,3131154,1
CC-1543,3128107,1
CC-1544,3130493,1
CC-1545,3132495,0
CC-1546,3129968,1
CC-1547,3132118,1
CC-1547,3132738,0
CC-1548,3129496,1
CC-1549,3132182,0
CC-1550,3132298,1
CC-1551,3129772,1
CC-1551,3129872,0
CC-1552,3129380,1
CC-1553,3129361,1
CC-1553,3130807,0
CC-1554,3130503,1
CC-1554,3131102,0
CC-1555,3131506,1
CC-1556,3133696,1
CC-1557,3131573,1
CC-1558,3130806,1
CC-1559,3133115,1
CC-1560,3130427,1
CC-1560,3130450,0
CC-1561,3132620,1
CC-1562,3087810,1
CC-1562,3094854,0
CC-1562,3096052,0
CC-1562,3100286,0
CC-1562,3101818,0
CC-1562,3101824,0
CC-1562,3101834,0
CC-1562,3101978,0
CC-1562,3102907,0
CC-1562,3103124,0
CC-1562,3104904,0
CC-1562,3115102,0
CC-1562,3121725,0
CC-1562,3121915,0
CC-1562,3126324,0
CC-1562,3130671,0
CC-1562,3131614,0
CC-1562,3132134,0
CC-1563,3134356,1
CC-1564,3133084,1
CC-1565,3134288,1
CC-1566,3131905,1
CC-1567,3134120,0
CC-1568,3131106,1
CC-1569,3130196,1
CC-1569,3130199,0
CC-1569,3131572,0
CC-1569,3131683,0
CC-1570,3133721,1
CC-1571,3134167,1
CC-1571,3134185,0
CC-1572,3129863,1
CC-1572,3134314,0
CC-1572,3134317,0
CC-1572,3134326,0
CC-1572,3134334,0
CC-1572,3134344,0
CC-1572,3134347,0
CC-1573,3133283,1
CC-1574,3131835,1
CC-1575,3131950,1
CC-1576,3131597,1
CC-1576,3132069,0
CC-1576,3132270,0
CC-1577,3131728,1
CC-1578,3135359,0
CC-1579,3131383,1
CC-1580,3132957,1
CC-1581,3134441,1
CC-1582,3134867,1
CC-1583,3120056,1
CC-1583,3123942,0
CC-1583,3125328,0
CC-1583,3126140,0
CC-1583,3126358,0
CC-1583,3127481,0
CC-1583,3127683,0
CC-1583,3127684,0
CC-1583,3127708,0
CC-1583,3127715,0
CC-1583,3127720,0
CC-1583,3127875,0
CC-1583,3133280,0
CC-1584,3134930,0
CC-1585,3135868,1
CC-1586,3133707,1
CC-1586,3133754,0
CC-1586,3133763,0
CC-1586,3133800,0
CC-1587,3132400,1
CC-1588,3134763,1
CC-1589,3136399,0
CC-1590,3129448,1
CC-1590,3134448,0
CC-1591,3132812,1
CC-1592,3135453,1
CC-1592,3135536,0
CC-1593,3131075,1
CC-1593,3135778,0
CC-1593,3135788,0
CC-1593,3135797,0
CC-1593,3135800,0
CC-1593,3135812,0
CC-1593,3135841,0
CC-1594,3131364,1
CC-1594,3131440,0
CC-1594,3131459,0
CC-1594,3136508,0
CC-1595,3136446,1
CC-1596,3133369,1
CC-1597,3136758,0
CC-1598,3134330,1
CC-1598,3134333,0
CC-1598,3134361,0
CC-1599,3133810,1
CC-1600,3137761,0
CC-1601,3134983,1
CC-1602,3136604,1
CC-1603,3137766,0
CC-1604,3136693,1
CC-1605,3137385,0
CC-1606,3137592,0
CC-1607,3135838,1
CC-1608,3137179,1
CC-1608,3137852,0
CC-1609,3137431,1
CC-1610,3137741,0
CC-1611,3133966,1
CC-1611,3133985,0
CC-1611,3137779,0
CC-1612,3135560,1
CC-1613,3137580,1
CC-1613,3137777,0
CC-1614,3134461,1
CC-1615,3137694,0
CC-1616,3135298,1
CC-1617,3135829,1
CC-1618,3134505,1
CC-1619,3137844,1
CC-1620,3132780,1
CC-1620,3133015,0
CC-1620,3134545,0
CC-1620,3137116,0
CC-1621,3136742,1
CC-1622,3108737,1
CC-1622,3110731,0
CC-1622,3113267,0
CC-1622,3113320,0
CC-1622,3119110,0
CC-1622,3120063,0
CC-1622,3120064,0
CC-1622,3122088,0
CC-1622,3123349,0
CC-1622,3129257,0
CC-1622,3129345,0
CC-1622,3130279,0
CC-1622,3135349,0
CC-1623,3138293,1
CC-1624,3096521,1
CC-1624,3103016,0
CC-1624,3108957,0
CC-1624,3113134,0
CC-1624,3118899,0
CC-1624,3123029,0
CC-1624,3128947,0
CC-1624,3133318,0
CC-1624,3134620,0
CC-1625,3137752,1
CC-1626,3134985,1
CC-1627,3136238,1
CC-1628,3137036,1
CC-1628,3137362,0
CC-1628,3137391,0
CC-1629,3136165,1
CC-1629,3136188,0
CC-1630,3131720,1
CC-1630,3132440,0
CC-1630,3137515,0
CC-1630,3137526,0
CC-1631,3137951,1
CC-1632,3139185,0
CC-1633,3139669,1
CC-1634,3138523,0
CC-1635,3139773,0
CC-1636,3137499,1
CC-1637,3138591,0
CC-1638,3139664,1
CC-1639,3136126,1
CC-1640,3139986,1
CC-1641,3124613,1
CC-1641,3126110,0
CC-1641,3128596,0
CC-1641,3131989,0
CC-1641,3135122,0
CC-1641,3137616,0
CC-1641,3137888,0
CC-1642,3138178,1
CC-1643,3120062,1
CC-1643,3120068,0
CC-1643,3127736,0
CC-1643,3129784,0
CC-1643,3133389,0
CC-1643,3134078,0
CC-1643,3140062,0
CC-1644,3135430,1
CC-1644,3135502,0
CC-1644,3139694,0
CC-1644,3139794,0
CC-1645,3140647,0
CC-1646,3140652,1
CC-1647,3137941,1
CC-1648,3134108,1
CC-1648,3134151,0
CC-1648,3139890,0
CC-1648,3139934,0
CC-1648,3140042,0
CC-1649,3140860,1
CC-1649,3140878,0
CC-1650,3141116,1
CC-1651,3138274,1
CC-1652,3141032,0
CC-1653,3139777,1
CC-1654,3137944,1
CC-1655,3140966,1
CC-1656,3141085,1
CC-1657,3139515,1
CC-1657,3140026,0
CC-1658,3139105,1
CC-1658,3139565,0
CC-1659,3140309,1
CC-1660,3141131,0
CC-1661,3138920,1
CC-1662,3141361,1
CC-1663,3138536,1
CC-1664,3140025,1
CC-1665,3132369,1
CC-1665,3135079,0
CC-1665,3138874,0
CC-1665,3139159,0
CC-1665,3139308,0
CC-1666,3141672,0
CC-1667,3136493,1
CC-1667,3139300,0
CC-1667,3140629,0
CC-1668,3141247,1
CC-1668,3141257,0
CC-1668,3141276,0
CC-1669,3123986,1
CC-1669,3128774,0
CC-1669,3133587,0
CC-1669,3139247,0
CC-1670,3138828,1
CC-1671,3139032,1
CC-1671,3140764,0
CC-1672,3138558,1
CC-1673,3140508,1
CC-1674,3141339,1
CC-1674,3141343,0
CC-1674,3141344,0
CC-1674,3141348,0
CC-1674,3141352,0
CC-1675,3140257,1
CC-1675,3141197,0
CC-1676,3141279,1
CC-1677,3140156,1
CC-1677,3140225,0
CC-1678,3141435,1
CC-1678,3141452,0
CC-1679,3137854,1
CC-1679,3141989,0
CC-1680,3142513,0
CC-1681,3139314,1
CC-1682,3143118,1
CC-1683,3139941,1
CC-1684,3142437,1
CC-1685,3139342,1
CC-1686,3142413,1
CC-1686,3143425,0
CC-1687,3143151,1
CC-1688,3139672,1
CC-1689,3139721,1
CC-1690,3140120,1
CC-1690,3140184,0
CC-1690,3141186,0
CC-1691,3134464,1
CC-1691,3141044,0
CC-1692,3142605,1
CC-1692,3142623,0
CC-1693,3137656,1
CC-1693,3137670,0
CC-1693,3137690,0
CC-1693,3140792,0
CC-1694,3141533,1
CC-1695,3143830,1
CC-1695,3143889,0
CC-1696,3143109,0
CC-1697,3141092,1
CC-1698,3134596,1
CC-1698,3134902,0
CC-1698,3139824,0
CC-1698,3140395,0
CC-1698,3141209,0
CC-1699,3140974,1
CC-1699,3144339,0
CC-1700,3143364,1
CC-1701,3140356,1
CC-1701,3141098,0
CC-1701,3141115,0
CC-1702,3144735,0
CC-1703,3137785,1
CC-1703,3137817,0
CC-1703,3141103,0
CC-1703,3141894,0
CC-1703,3141904,0
CC-1703,3141957,0
CC-1703,3143033,0
CC-1704,3142564,1
CC-1704,3142591,0
CC-1705,3141546,1
CC-1706,3141704,1
CC-1707,3141462,1
CC-1708,3144757,1
CC-1709,3144077,0
CC-1710,3143243,1
CC-1710,3143343,0
CC-1711,3142768,1
CC-1712,3133649,1
CC-1712,3136764,0
CC-1712,3141654,0
CC-1712,3141716,0
CC-1713,3144746,1
CC-1714,3116384,1
CC-1714,3120191,0
CC-1714,3125195,0
CC-1714,3130402,0
CC-1714,3131975,0
CC-1714,3132005,0
CC-1714,3132166,0
CC-1714,3132256,0
CC-1714,3132371,0
CC-1714,3132389,0
CC-1714,3132399,0
CC-1714,3137296,0
CC-1714,3140633,0
CC-1714,3140835,0
CC-1714,3144149,0
CC-1714,3144221,0
CC-1715,3119886,1
CC-1715,3121702,0
CC-1715,3127874,0
CC-1715,3130008,0
CC-1715,3136051,0
CC-1715,3136701,0
CC-1715,3142854,0
CC-1715,3144737,0
CC-1716,3142621,1
CC-1716,3142662,0
CC-1717,3139709,1
CC-1717,3142084,0
CC-1717,3144585,0
CC-1718,3142299,1
CC-1719,3130881,1
CC-1719,3134114,0
CC-1719,3137407,0
CC-1719,3137421,0
CC-1719,3140980,0
CC-1719,3140988,0
CC-1719,3140992,0
CC-1719,3140996,0
CC-1719,3140999,0
CC-1719,3141003,0
CC-1719,3141004,0
CC-1719,3141019,0
CC-1719,3141030,0
CC-1719,3142058,0
CC-1720,3143402,1
CC-1721,3142347,1
CC-1721,3144919,0
CC-1721,3144928,0
CC-1722,3141665,1
CC-1723,3143247,1
CC-1724,3144306,1
CC-1725,3145021,1
CC-1725,3145024,0
CC-1726,3139919,1
CC-1726,3142840,0
CC-1727,3131656,1
CC-1727,3138049,0
CC-1727,3140983,0
CC-1727,3143203,0
CC-1727,3145413,0
CC-1728,3137892,1
CC-1728,3144893,0
CC-1729,3145958,1
CC-1730,3137468,1
CC-1730,3141097,0
CC-1730,3141113,0
CC-1730,3143607,0
CC-1731,3145909,1
CC-1732,3145742,0
CC-1733,3144495,1
CC-1733,3145331,0
CC-1734,3140916,1
CC-1734,3142294,0
CC-1734,3144774,0
CC-1735,3141295,1
CC-1735,3144679,0
CC-1736,3146481,1
CC-1737,3143858,1
CC-1738,3140243,1
CC-1738,3140889,0
CC-1738,3144806,0
CC-1739,3145504,1
CC-1740,3142805,1
CC-1741,3146350,1
CC-1742,3146635,1
CC-1743,3147171,1
CC-1743,3147182,0
CC-1744,3143287,1
CC-1745,3146502,1
CC-1746,3147428,0
CC-1747,3122622,1
CC-1747,3127706,0
CC-1747,3130286,0
CC-1747,3130798,0
CC-1747,3131041,0
CC-1747,3133455,0
CC-1747,3134500,0
CC-1747,3141089,0
CC-1747,3146697,0
CC-1748,3143700,1
CC-1748,3144013,0
CC-1748,3144036,0
CC-1748,3144239,0
CC-1748,3144268,0
CC-1749,3140350,1
CC-1749,3141359,0
CC-1749,3144666,0
CC-1749,3147469,0
CC-1750,3143789,1
CC-1750,3143790,0
CC-1750,3143828,0
CC-1750,3143845,0
CC-1751,3144935,1
CC-1752,3144583,1
CC-1752,3145812,0
CC-1752,3145937,0
CC-1752,3145964,0
CC-1753,3144490,1
CC-1754,3140378,1
CC-1754,3140489,0
CC-1754,3140503,0
CC-1754,3146806,0
CC-1755,3146359,1
CC-1756,3134079,1
CC-1756,3137190,0
CC-1756,3137943,0
CC-1756,3137947,0
CC-1756,3144412,0
CC-1757,3147792,0
CC-1758,3144977,1
CC-1759,3147682,1
CC-1760,3144881,1
CC-1761,3147609,0
CC-1762,3145012,1
CC-1763,3146039,1
CC-1763,3146161,0
CC-1764,3145898,1
CC-1765,3145885,1
CC-1766,3147326,1
CC-1766,3147404,0
CC-1766,3147412,0
CC-1767,3147226,1
CC-1768,3146712,1
CC-1769,3148143,1
CC-1770,3140186,1
CC-1770,3147049,0
CC-1771,3144314,1
CC-1771,3145416,0
CC-1771,3147354,0
CC-1772,3148333,1
CC-1772,3148337,0
CC-1773,3145923,1
CC-1774,3144748,1
CC-1774,3144785,0
CC-1774,3144795,0
CC-1774,3144804,0
CC-1774,3144834,0
CC-1774,3145280,0
CC-1774,3145997,0
CC-1775,3148301,1
CC-1775,3148315,0
CC-1775,3148320,0
CC-1775,3148324,0
CC-1776,3141230,1
CC-1776,3141245,0
CC-1776,3141421,0
CC-1776,3146127,0
CC-1777,3147162,1
CC-1777,3147242,0
CC-1777,3147282,0
CC-1778,3147261,1
CC-1778,3147340,0
CC-1779,3147599,1
CC-1780,3141719,1
CC-1780,3147231,0
CC-1781,3147662,1
CC-1782,3138431,1
CC-1782,3140681,0
CC-1782,3146288,0
CC-1783,3141836,1
CC-1783,3141888,0
CC-1783,3141993,0
CC-1783,3142427,0
CC-1783,3142677,0
CC-1783,3146951,0
CC-1783,3147203,0
CC-1784,3149244,0
CC-1785,3147061,1
CC-1786,3150016,1
CC-1787,3149177,1
CC-1788,3149123,1
CC-1789,3147776,1
CC-1790,3148480,1
CC-1791,3148097,1
CC-1792,3149975,1
CC-1792,3150042,0
CC-1793,3143261,1
CC-1793,3143746,0
CC-1793,3144152,0
CC-1793,3147159,0
CC-1793,3147447,0
CC-1793,3148034,0
CC-1793,3149541,0
CC-1794,3147337,1
CC-1794,3147922,0
CC-1794,3148057,0
CC-1795,3147566,1
CC-1795,3147645,0
CC-1796,3148204,1
CC-1796,3148218,0
CC-1797,3149920,1
CC-1798,3150193,1
CC-1799,3148043,1
CC-1799,3149429,0
CC-1800,3147847,1
CC-1801,3149265,1
CC-1802,3150923,0
CC-1803,3147438,1
CC-1803,3150370,0
CC-1804,3150166,1
CC-1805,3148360,1
CC-1805,3150678,0
CC-1806,3149544,1
CC-1807,3149967,1
