case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,report_filed,actions_taken,analyst_notes,txn_ids,connected_card_ids
CC-0675,C07901,C07901-K1,2016-07-17 18:46:33,2016-07-19 17:46:33,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0675: model scored a $30.05 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.,3058845,
CC-0676,C06341,C06341-K1,2016-07-17 18:46:51,2016-07-19 12:46:51,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0676: model scored a $200.08 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.,3057594,
CC-0677,C10933,C10933-K1,2016-07-17 20:10:32,2016-07-20 15:10:32,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0677: model scored a $85.04 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.,3057987,
CC-0678,C04024,C04024-K2,2016-07-17 21:05:47,2016-07-20 18:05:47,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0678: model scored a $149.92 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.,3058963,
CC-0679,C00094,C00094-K3,2016-07-17 21:19:33,2016-07-18 22:19:33,confirmed_fraud,card_not_present_fraud,50.07,No,CREATE_CASE|BLOCK_CARD,Case CC-0679: cardholder C00094 reported unrecognized activity on card C00094-K3. 1 transaction(s) between 2016-07-16 and 2016-07-16 totaling $50.07 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3055728,
CC-0680,C12007,C12007-K2,2016-07-17 21:21:11,2016-07-18 18:21:11,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0680: model scored a $125.06 transaction at 0.85. Cardholder confirmed travel to the billing region in question. Alert cleared.,3059052,
CC-0681,C00534,C00534-K2,2016-07-17 21:35:46,2016-07-20 14:35:46,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0681: model scored a $299.98 transaction at 0.81. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,3057859,
CC-0682,C13037,C13037-K1,2016-07-17 23:24:58,2016-07-19 19:24:58,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0682: model scored a $99.91 transaction at 0.85. Cardholder confirmed travel to the billing region in question. Alert cleared.,3059406,
CC-0683,C01182,C01182-K1,2016-07-17 23:30:55,2016-07-18 15:30:55,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0683: model scored a $74.97 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.,3058081,
CC-0684,C09586,C09586-K2,2016-07-17 23:42:24,2016-07-18 15:42:24,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0684: model scored a $99.93 transaction at 0.88. Cardholder confirmed travel to the billing region in question. Alert cleared.,3058136,
CC-0685,C07870,C07870-K2,2016-07-17 23:43:46,2016-07-23 01:43:46,confirmed_fraud,out_of_region_use,444.92,No,CREATE_CASE|BLOCK_CARD,"Case CC-0685: cardholder C07870 reported unrecognized activity on card C07870-K2. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $444.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3056643,
CC-0686,C04775,C04775-K1,2016-07-17 23:45:02,2016-07-20 20:45:02,confirmed_fraud,card_not_present_fraud,70.76,No,CREATE_CASE|BLOCK_CARD,Case CC-0686: cardholder C04775 reported unrecognized activity on card C04775-K1. 1 transaction(s) between 2016-07-16 and 2016-07-16 totaling $70.76 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.,3055261,
CC-0687,C01529,C01529-K1,2016-07-17 23:50:13,2016-07-20 18:50:13,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0687: model scored a $50.07 transaction at 0.85. Cardholder confirmed travel to the billing region in question. Alert cleared.,3059198,
CC-0688,C09354,C09354-K1,2016-07-18 00:17:22,2016-07-23 21:17:22,confirmed_fraud,card_not_present_fraud,67.55,No,CREATE_CASE|BLOCK_CARD,Case CC-0688: cardholder C09354 reported unrecognized activity on card C09354-K1. 2 transaction(s) between 2016-07-17 and 2016-07-17 totaling $67.55 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on opera 49.0. Card blocked and reissued. Customer reimbursed.,3059871|3059998,
CC-0689,C08797,C08797-K1,2016-07-18 00:44:57,2016-07-20 14:44:57,confirmed_fraud,out_of_region_use,236.91,No,CREATE_CASE|BLOCK_CARD,"Case CC-0689: cardholder C08797 reported unrecognized activity on card C08797-K1. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $236.91 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3057898,
CC-0690,C09666,C09666-K2,2016-07-18 01:09:23,2016-07-21 22:09:23,confirmed_fraud,card_not_present_fraud,50.04,No,CREATE_CASE|BLOCK_CARD,Case CC-0690: cardholder C09666 reported unrecognized activity on card C09666-K2. 1 transaction(s) between 2016-07-16 and 2016-07-16 totaling $50.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.,3055680,
CC-0691,C00750,C00750-K2,2016-07-18 01:18:45,2016-07-22 16:18:45,confirmed_fraud,account_takeover,3565.06,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-0691: cardholder C00750 reported unrecognized activity on card C00750-K2. 3 transaction(s) between 2016-07-16 and 2016-07-17 totaling $3,565.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on edge 15.0. Card blocked and reissued. Customer reimbursed.",3053244|3058205|3058335,
CC-0692,C03271,C03271-K1,2016-07-18 02:07:55,2016-07-18 22:07:55,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0692: model scored a $49.95 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.,3060275,
CC-0693,C02545,C02545-K2,2016-07-18 03:13:32,2016-07-20 05:13:32,confirmed_fraud,card_not_present_fraud,41.19,No,CREATE_CASE|BLOCK_CARD,Case CC-0693: cardholder C02545 reported unrecognized activity on card C02545-K2. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $41.19 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3057275,
CC-0694,C13440,C13440-K2,2016-07-18 04:00:58,2016-07-21 18:00:58,confirmed_fraud,out_of_region_use,687.96,No,CREATE_CASE|BLOCK_CARD,"Case CC-0694: cardholder C13440 reported unrecognized activity on card C13440-K2. 2 transaction(s) between 2016-07-16 and 2016-07-17 totaling $687.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3055769|3058943,
CC-0695,C11000,C11000-K2,2016-07-18 04:07:03,2016-07-20 19:07:03,confirmed_fraud,account_takeover,334.99,No,CREATE_CASE|BLOCK_CARD,Case CC-0695: cardholder C11000 reported unrecognized activity on card C11000-K2. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $334.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3059304,
CC-0696,C08106,C08106-K1,2016-07-18 05:30:15,2016-07-19 00:30:15,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0696: model scored a $13.68 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.,3060995,
CC-0697,C06630,C06630-K2,2016-07-18 05:45:43,2016-07-23 21:45:43,confirmed_fraud,card_not_present_new_device,72.77,No,CREATE_CASE|BLOCK_CARD,"Case CC-0697: cardholder C06630 reported unrecognized activity on card C06630-K2. 3 transaction(s) between 2016-07-17 and 2016-07-17 totaling $72.77 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",3057989|3058138|3060165,
CC-0698,C03278,C03278-K2,2016-07-18 05:57:10,2016-07-20 18:57:10,confirmed_fraud,card_not_present_new_device,450.04,No,CREATE_CASE|BLOCK_CARD,"Case CC-0698: cardholder C03278 reported unrecognized activity on card C03278-K2. 3 transaction(s) between 2016-07-17 and 2016-07-17 totaling $450.04 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Z835 Build/NMF26V on chrome. Card blocked and reissued. Customer reimbursed.",3058217|3059044|3059239,
CC-0699,C11558,C11558-K2,2016-07-18 07:54:59,2016-07-20 01:54:59,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0699: model scored a $100.08 transaction at 0.88. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,3061378,
CC-0700,C05381,C05381-K2,2016-07-18 08:34:01,2016-07-23 06:34:01,confirmed_fraud,card_not_present_new_device,1743.41,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-0700: cardholder C05381 reported unrecognized activity on card C05381-K2. 36 transaction(s) between 2016-07-05 and 2016-07-18 totaling $1,743.41 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",3009840|3009923|3012375|3013060|3016293|3017478|3017481|3017497|3018253|3020473|3027861|3032504|3032518|3033143|3035292|3035426|3035485|3036173|3036423|3039496|3043896|3045324|3047306|3047319|3047367|3047402|3049312|3049381|3051178|3054340|3058632|3058711|3061370|3061845|3062062|3062064,
CC-0701,C12448,C12448-K1,2016-07-18 09:18:56,2016-07-20 01:18:56,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0701: model scored a $100.03 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.,3061218,
CC-0702,C09908,C09908-K1,2016-07-18 09:41:52,2016-07-20 08:41:52,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0702: model scored a $149.92 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.,3062124,
CC-0703,C06962,C06962-K2,2016-07-18 10:05:27,2016-07-21 18:05:27,confirmed_fraud,out_of_region_use,139.02,No,CREATE_CASE|BLOCK_CARD,"Case CC-0703: cardholder C06962 reported unrecognized activity on card C06962-K2. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $139.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3058962,
CC-0704,C10568,C10568-K1,2016-07-18 10:06:05,2016-07-23 20:06:05,confirmed_fraud,out_of_region_use,39.06,No,CREATE_CASE|BLOCK_CARD,"Case CC-0704: cardholder C10568 reported unrecognized activity on card C10568-K1. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $39.06 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3059630,
CC-0705,C07212,C07212-K2,2016-07-18 10:18:51,2016-07-23 08:18:51,confirmed_fraud,card_not_present_new_device,675.00,No,CREATE_CASE|BLOCK_CARD,"Case CC-0705: cardholder C07212 reported unrecognized activity on card C07212-K2. 3 transaction(s) between 2016-07-16 and 2016-07-17 totaling $675.00 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a VS425PP Build/LMY47V on chrome 50.0 for android. Card blocked and reissued. Customer reimbursed.",3054416|3057343|3057436,
CC-0706,C13364,C13364-K1,2016-07-18 10:34:09,2016-07-20 08:34:09,confirmed_fraud,card_not_present_new_device,388.35,No,CREATE_CASE|BLOCK_CARD,"Case CC-0706: cardholder C13364 reported unrecognized activity on card C13364-K1. 7 transaction(s) between 2016-07-12 and 2016-07-18 totaling $388.35 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.",3036021|3040197|3046673|3053316|3059514|3060048|3062121,
CC-0707,C11413,C11413-K1,2016-07-18 10:39:17,2016-07-21 23:39:17,confirmed_fraud,card_not_present_new_device,35.06,No,CREATE_CASE|BLOCK_CARD,"Case CC-0707: cardholder C11413 reported unrecognized activity on card C11413-K1. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $35.06 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.",3060732,
CC-0708,C10164,C10164-K1,2016-07-18 10:57:16,2016-07-21 16:57:16,confirmed_fraud,account_takeover,356.55,No,CREATE_CASE|BLOCK_CARD,Case CC-0708: cardholder C10164 reported unrecognized activity on card C10164-K1. 2 transaction(s) between 2016-07-16 and 2016-07-17 totaling $356.55 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3055842|3058557,
CC-0709,C02921,C02921-K1,2016-07-18 11:02:25,2016-07-19 07:02:25,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0709: model scored a $517.34 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.,3062079,
CC-0710,C07311,C07311-K1,2016-07-18 11:44:10,2016-07-21 22:44:10,confirmed_fraud,card_not_present_new_device,74.96,No,CREATE_CASE|BLOCK_CARD,"Case CC-0710: cardholder C07311 reported unrecognized activity on card C07311-K1. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $74.96 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",3060447,
CC-0711,C11309,C11309-K1,2016-07-18 12:07:32,2016-07-24 00:07:32,confirmed_fraud,out_of_region_use,116.00,No,CREATE_CASE|BLOCK_CARD,"Case CC-0711: cardholder C11309 reported unrecognized activity on card C11309-K1. 2 transaction(s) between 2016-07-17 and 2016-07-18 totaling $116.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3060816|3060883,
CC-0712,C13372,C13372-K1,2016-07-18 12:35:53,2016-07-21 04:35:53,confirmed_fraud,card_not_present_fraud,7.82,No,CREATE_CASE|BLOCK_CARD,Case CC-0712: cardholder C13372 reported unrecognized activity on card C13372-K1. 1 transaction(s) between 2016-07-18 and 2016-07-18 totaling $7.82 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,3061878,
CC-0713,C11807,C11807-K1,2016-07-18 12:40:55,2016-07-22 18:40:55,confirmed_fraud,card_not_present_new_device,368.22,No,CREATE_CASE|BLOCK_CARD,"Case CC-0713: cardholder C11807 reported unrecognized activity on card C11807-K1. 2 transaction(s) between 2016-07-17 and 2016-07-17 totaling $368.22 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",3059105|3059150,
CC-0714,C06598,C06598-K1,2016-07-18 15:00:41,2016-07-24 03:00:41,confirmed_fraud,card_not_present_fraud,152.42,No,CREATE_CASE|BLOCK_CARD,Case CC-0714: cardholder C06598 reported unrecognized activity on card C06598-K1. 1 transaction(s) between 2016-07-18 and 2016-07-18 totaling $152.42 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-G950F Build/NRD90M on chrome 61.0 for android. Card blocked and reissued. Customer reimbursed.,3061618,
CC-0715,C02181,C02181-K2,2016-07-18 16:19:03,2016-07-20 00:19:03,confirmed_fraud,card_not_present_fraud,72.29,No,CREATE_CASE|BLOCK_CARD,Case CC-0715: cardholder C02181 reported unrecognized activity on card C02181-K2. 2 transaction(s) between 2016-07-17 and 2016-07-18 totaling $72.29 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3057288|3060940,
CC-0716,C02231,C02231-K1,2016-07-18 17:50:57,2016-07-20 14:50:57,confirmed_fraud,card_not_present_fraud,75.08,No,CREATE_CASE|BLOCK_CARD,Case CC-0716: cardholder C02231 reported unrecognized activity on card C02231-K1. 1 transaction(s) between 2016-07-18 and 2016-07-18 totaling $75.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a rv:52.0 on firefox. Card blocked and reissued. Customer reimbursed.,3062590,
CC-0717,C02999,C02999-K2,2016-07-18 18:09:57,2016-07-22 15:09:57,confirmed_fraud,account_takeover,49.00,No,CREATE_CASE|BLOCK_CARD,Case CC-0717: cardholder C02999 reported unrecognized activity on card C02999-K2. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $49.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3057985,
CC-0718,C12861,C12861-K1,2016-07-18 18:10:35,2016-07-19 18:10:35,confirmed_fraud,account_takeover,48.41,No,CREATE_CASE|BLOCK_CARD,Case CC-0718: cardholder C12861 reported unrecognized activity on card C12861-K1. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $48.41 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3058998,
CC-0719,C07204,C07204-K1,2016-07-18 18:13:21,2016-07-21 04:13:21,confirmed_fraud,card_not_present_new_device,55.85,No,CREATE_CASE|BLOCK_CARD,"Case CC-0719: cardholder C07204 reported unrecognized activity on card C07204-K1. 2 transaction(s) between 2016-07-18 and 2016-07-18 totaling $55.85 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-J700M Build/MMB29K on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.",3061807|3061819,
CC-0720,C00854,C00854-K2,2016-07-18 18:13:34,2016-07-22 12:13:34,confirmed_fraud,out_of_region_use,4741.34,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-0720: cardholder C00854 reported unrecognized activity on card C00854-K2. 16 transaction(s) between 2016-07-13 and 2016-07-17 totaling $4,741.34 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3041330|3042612|3042873|3044787|3044802|3044818|3046510|3046577|3048217|3048377|3048453|3052059|3054283|3055259|3055626|3057554,
CC-0721,C11496,C11496-K2,2016-07-18 18:22:35,2016-07-19 20:22:35,confirmed_fraud,out_of_region_use,62.98,No,CREATE_CASE|BLOCK_CARD,"Case CC-0721: cardholder C11496 reported unrecognized activity on card C11496-K2. 2 transaction(s) between 2016-07-17 and 2016-07-17 totaling $62.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3059671|3059713,
CC-0722,C09043,C09043-K1,2016-07-18 19:03:05,2016-07-20 17:03:05,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0722: model scored a $5.00 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.,3063253,
CC-0723,C01727,C01727-K2,2016-07-18 19:09:30,2016-07-21 15:09:30,confirmed_fraud,account_takeover,43.93,No,CREATE_CASE|BLOCK_CARD,Case CC-0723: cardholder C01727 reported unrecognized activity on card C01727-K2. 1 transaction(s) between 2016-07-18 and 2016-07-18 totaling $43.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3062659,
CC-0724,C00294,C00294-K2,2016-07-18 19:19:15,2016-07-24 16:19:15,confirmed_fraud,card_not_present_new_device,185.86,No,CREATE_CASE|BLOCK_CARD,"Case CC-0724: cardholder C00294 reported unrecognized activity on card C00294-K2. 5 transaction(s) between 2016-07-18 and 2016-07-18 totaling $185.86 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",3061799|3061818|3061864|3062902|3062997,
CC-0725,C07997,C07997-K1,2016-07-18 19:27:47,2016-07-20 17:27:47,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0725: model scored a $99.92 transaction at 0.95. Cardholder confirmed travel to the billing region in question. Alert cleared.,3063379,
CC-0726,C07452,C07452-K1,2016-07-18 19:28:07,2016-07-21 16:28:07,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0726: model scored a $59.91 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.,3063048,
CC-0727,C12476,C12476-K1,2016-07-18 19:42:16,2016-07-22 21:42:16,confirmed_fraud,card_not_present_fraud,99.93,No,CREATE_CASE|BLOCK_CARD,Case CC-0727: cardholder C12476 reported unrecognized activity on card C12476-K1. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $99.93 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.,3060139,
CC-0728,C03341,C03341-K2,2016-07-18 19:52:20,2016-07-19 20:52:20,confirmed_fraud,card_not_present_fraud,100.03,No,CREATE_CASE|BLOCK_CARD,Case CC-0728: cardholder C03341 reported unrecognized activity on card C03341-K2. 1 transaction(s) between 2016-07-17 and 2016-07-17 totaling $100.03 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 61.0. Card blocked and reissued. Customer reimbursed.,3059851,
CC-0729,C11187,C11187-K1,2016-07-18 20:01:36,2016-07-21 15:01:36,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0729: model scored a $25.07 transaction at 0.95. Cardholder confirmed travel to the billing region in question. Alert cleared.,3062637,
CC-0730,C00426,C00426-K2,2016-07-18 21:42:09,2016-07-21 18:42:09,confirmed_fraud,card_not_present_new_device,104.95,No,CREATE_CASE|BLOCK_CARD,"Case CC-0730: cardholder C00426 reported unrecognized activity on card C00426-K2. 4 transaction(s) between 2016-07-16 and 2016-07-18 totaling $104.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",3055096|3055155|3063734|3063802,
CC-0731,C10799,C10799-K1,2016-07-18 21:52:14,2016-07-23 16:52:14,confirmed_fraud,account_takeover,421.09,No,CREATE_CASE|BLOCK_CARD,Case CC-0731: cardholder C10799 reported unrecognized activity on card C10799-K1. 2 transaction(s) between 2016-07-17 and 2016-07-18 totaling $421.09 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a C6743 Build/LMY47V on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.,3057613|3063200,
CC-0732,C05704,C05704-K2,2016-07-18 22:04:11,2016-07-24 18:04:11,confirmed_fraud,card_not_present_fraud,249.98,No,CREATE_CASE|BLOCK_CARD,Case CC-0732: cardholder C05704 reported unrecognized activity on card C05704-K2. 1 transaction(s) between 2016-07-18 and 2016-07-18 totaling $249.98 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,3063606,
CC-0733,C12591,C12591-K1,2016-07-19 00:03:39,2016-07-21 17:03:39,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0733: model scored a $100.01 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.,3063255,
CC-0734,C10024,C10024-K1,2016-07-19 00:50:58,2016-07-23 19:50:58,confirmed_fraud,card_not_present_fraud,200.04,No,CREATE_CASE|BLOCK_CARD,Case CC-0734: cardholder C10024 reported unrecognized activity on card C10024-K1. 2 transaction(s) between 2016-07-18 and 2016-07-18 totaling $200.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Z798BL Build/MMB29M on android webview 4.0. Card blocked and reissued. Customer reimbursed.,3063957|3064198,
CC-0735,C01578,C01578-K1,2016-07-19 01:10:44,2016-07-20 17:10:44,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0735: model scored a $650.00 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.,3063296,
CC-0736,C09666,C09666-K2,2016-07-19 01:31:40,2016-07-21 17:31:40,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-0736: model scored a $75.09 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.,3063409,
CC-0737,C05684,C05684-K1,2016-07-19 01:40:26,2016-07-23 04:40:26,confirmed_fraud,account_takeover,526.82,No,CREATE_CASE|BLOCK_CARD,Case CC-0737: cardholder C05684 reported unrecognized activity on card C05684-K1. 5 transaction(s) between 2016-07-17 and 2016-07-18 totaling $526.82 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3057298|3057821|3057910|3061292|3061898,
CC-0738,C06744,C06744-K2,2016-07-19 01:49:08,2016-07-21 21:49:08,confirmed_fraud,card_not_present_fraud,192.88,No,CREATE_CASE|BLOCK_CARD,Case CC-0738: cardholder C06744 reported unrecognized activity on card C06744-K2. 4 transaction(s) between 2016-07-18 and 2016-07-18 totaling $192.88 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-J700M Build/MMB29K on chrome 59.0 for android. Card blocked and reissued. Customer reimbursed.,3064741|3064751|3064795|3064888,
CC-0739,C04446,C04446-K1,2016-07-19 01:51:42,2016-07-20 21:51:42,confirmed_fraud,card_not_present_fraud,480.04,No,CREATE_CASE|BLOCK_CARD,Case CC-0739: cardholder C04446 reported unrecognized activity on card C04446-K1. 1 transaction(s) between 2016-07-18 and 2016-07-18 totaling $480.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 60.0. Card blocked and reissued. Customer reimbursed.,3064901,
CC-0740,C09246,C09246-K1,2016-07-19 02:54:07,2016-07-22 14:54:07,confirmed_fraud,card_not_present_fraud,12.74,No,CREATE_CASE|BLOCK_CARD,Case CC-0740: cardholder C09246 reported unrecognized activity on card C09246-K1. 1 transaction(s) between 2016-07-18 and 2016-07-18 totaling $12.74 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3062602,
