card_id,customer_id,card_network,card_type,card1,card2,card3,card4,card5,card6
C07558-K2,C07558,visa,debit,21171,555.0,150.0,visa,226.0,debit
C01058-K1,C01058,visa,debit,20225,555.0,150.0,visa,195.0,debit
C11823-K1,C11823,visa,credit,11393,555.0,150.0,visa,194.0,credit
C00973-K1,C00973,visa,credit,18401,,163.0,visa,228.0,credit
C09467-K1,C09467,visa,debit,17674,555.0,150.0,visa,226.0,debit
C05718-K1,C05718,mastercard,debit,22472,369.0,150.0,mastercard,224.0,debit
C12040-K1,C12040,visa,debit,10797,236.0,150.0,visa,195.0,debit
C09916-K1,C09916,visa,debit,13296,381.0,150.0,visa,226.0,debit
C03955-K1,C03955,visa,debit,22227,555.0,106.0,visa,226.0,debit
C10577-K1,C10577,american express,credit,21629,399.0,150.0,american express,132.0,credit
C09387-K1,C09387,american express,credit,10868,399.0,150.0,american express,223.0,credit
C05735-K1,C05735,visa,debit,14166,360.0,150.0,visa,166.0,debit
C08895-K1,C08895,visa,debit,12928,555.0,150.0,visa,226.0,debit
C04770-K1,C04770,visa,credit,17960,234.0,150.0,visa,226.0,credit
C00547-K1,C00547,visa,debit,12176,555.0,150.0,visa,226.0,debit
C02008-K1,C02008,visa,debit,11627,174.0,150.0,visa,226.0,debit
C11164-K1,C11164,american express,credit,21600,399.0,150.0,american express,150.0,credit
C10826-K1,C10826,mastercard,credit,22090,480.0,150.0,mastercard,219.0,credit
C00601-K1,C00601,visa,debit,10420,,150.0,visa,166.0,debit
C09061-K1,C09061,mastercard,debit,22481,555.0,213.0,mastercard,166.0,debit
C05215-K1,C05215,mastercard,debit,23474,543.0,150.0,mastercard,224.0,debit
C10899-K1,C10899,visa,debit,21565,504.0,150.0,visa,226.0,debit
C00542-K1,C00542,visa,credit,10907,583.0,150.0,visa,226.0,credit
C10837-K2,C10837,visa,credit,15921,296.0,185.0,visa,226.0,credit
C03634-K1,C03634,visa,credit,23305,,150.0,visa,226.0,credit
C07766-K1,C07766,visa,debit,10327,321.0,150.0,visa,226.0,debit
C01673-K1,C01673,mastercard,debit,19554,122.0,150.0,mastercard,166.0,debit
C08507-K1,C08507,visa,debit,23203,555.0,150.0,visa,226.0,debit
C11853-K1,C11853,mastercard,credit,14809,481.0,150.0,mastercard,102.0,credit
C01673-K2,C01673,mastercard,debit,19554,122.0,150.0,mastercard,126.0,debit
C11674-K1,C11674,mastercard,debit,17014,390.0,150.0,mastercard,224.0,debit
C03676-K2,C03676,visa,debit,22791,205.0,150.0,visa,166.0,debit
C12622-K1,C12622,visa,debit,13858,555.0,150.0,visa,226.0,debit
C07981-K1,C07981,visa,credit,22103,296.0,185.0,visa,102.0,credit
C02982-K1,C02982,mastercard,debit,22360,555.0,102.0,mastercard,224.0,debit
C10559-K1,C10559,visa,debit,20031,422.0,150.0,visa,226.0,debit
C11516-K1,C11516,visa,debit,10211,555.0,150.0,visa,226.0,debit
C03611-K1,C03611,mastercard,debit,15191,111.0,150.0,mastercard,224.0,debit
C03594-K1,C03594,mastercard,debit,12133,369.0,150.0,mastercard,224.0,debit
C03595-K1,C03595,mastercard,debit,17323,310.0,150.0,mastercard,224.0,debit
C06650-K2,C06650,visa,debit,22350,257.0,150.0,visa,226.0,debit
C02887-K1,C02887,visa,debit,19297,555.0,150.0,visa,226.0,debit
C00510-K1,C00510,mastercard,credit,14160,555.0,147.0,mastercard,134.0,credit
C08445-K1,C08445,visa,credit,13052,555.0,150.0,visa,226.0,credit
C00925-K1,C00925,mastercard,debit,14241,310.0,150.0,mastercard,224.0,debit
C01116-K2,C01116,visa,debit,10288,215.0,150.0,visa,226.0,debit
C08741-K1,C08741,visa,debit,16127,,150.0,visa,166.0,debit
C00037-K1,C00037,visa,debit,17510,321.0,150.0,visa,226.0,debit
C08866-K1,C08866,american express,credit,11666,399.0,150.0,american express,185.0,credit
C06604-K1,C06604,mastercard,credit,22201,555.0,129.0,mastercard,224.0,credit
C01615-K1,C01615,visa,debit,21440,454.0,150.0,visa,226.0,debit
C05108-K1,C05108,visa,debit,23202,419.0,150.0,visa,226.0,debit
C10350-K1,C10350,visa,debit,18903,490.0,150.0,visa,166.0,debit
C07437-K1,C07437,visa,debit,16568,111.0,150.0,visa,226.0,debit
C09549-K1,C09549,mastercard,debit,21587,275.0,150.0,mastercard,224.0,debit
C04244-K1,C04244,visa,debit,17250,286.0,150.0,visa,226.0,debit
C09458-K1,C09458,american express,credit,21329,399.0,150.0,american express,223.0,credit
C02050-K1,C02050,visa,debit,23077,321.0,150.0,visa,226.0,debit
C11186-K1,C11186,visa,credit,18312,300.0,150.0,visa,226.0,credit
C09049-K1,C09049,visa,debit,14280,555.0,150.0,visa,226.0,debit
C07614-K2,C07614,visa,debit,23253,174.0,150.0,visa,226.0,debit
C01326-K1,C01326,visa,debit,13654,162.0,150.0,visa,226.0,debit
C12011-K1,C12011,visa,debit,11448,245.0,150.0,visa,226.0,debit
C10327-K1,C10327,visa,debit,17044,555.0,150.0,visa,226.0,debit
C08012-K1,C08012,mastercard,credit,18791,216.0,150.0,mastercard,102.0,credit
C06024-K1,C06024,visa,debit,16512,111.0,150.0,visa,226.0,debit
C02903-K1,C02903,mastercard,debit,15899,310.0,150.0,mastercard,224.0,debit
C10932-K1,C10932,visa,debit,14091,555.0,135.0,visa,226.0,debit
C00556-K1,C00556,mastercard,debit,13420,225.0,150.0,mastercard,224.0,debit
C07745-K1,C07745,visa,debit,14867,555.0,150.0,visa,226.0,debit
C02753-K1,C02753,visa,credit,23096,562.0,150.0,visa,226.0,credit
C08807-K1,C08807,visa,credit,10238,264.0,150.0,visa,226.0,credit
C11238-K1,C11238,mastercard,debit,14448,225.0,150.0,mastercard,117.0,debit
C04705-K1,C04705,mastercard,debit,15698,420.0,150.0,mastercard,224.0,debit
C10044-K1,C10044,visa,debit,13278,555.0,150.0,visa,226.0,debit
C13044-K1,C13044,visa,debit,18441,555.0,150.0,visa,226.0,debit
C11944-K1,C11944,visa,debit,14267,479.0,150.0,visa,226.0,debit
C06068-K1,C06068,visa,debit,18866,331.0,150.0,visa,226.0,debit
C02006-K1,C02006,mastercard,debit,18503,443.0,150.0,mastercard,224.0,debit
C11265-K1,C11265,visa,debit,18850,360.0,150.0,visa,166.0,debit
C06358-K1,C06358,mastercard,debit,18512,206.0,150.0,mastercard,166.0,debit
C06995-K1,C06995,american express,credit,14574,399.0,150.0,american express,198.0,credit
C04046-K2,C04046,visa,debit,20873,490.0,150.0,visa,226.0,debit
C10737-K1,C10737,visa,debit,18271,192.0,150.0,visa,226.0,debit
C00961-K1,C00961,visa,debit,13603,555.0,150.0,visa,226.0,debit
C00967-K1,C00967,american express,credit,17459,399.0,150.0,american express,137.0,credit
C01840-K1,C01840,visa,debit,17516,555.0,150.0,visa,226.0,debit
C00810-K1,C00810,mastercard,debit,13590,369.0,150.0,mastercard,224.0,debit
C02458-K1,C02458,mastercard,debit,11591,239.0,150.0,mastercard,224.0,debit
C04671-K1,C04671,visa,debit,10906,555.0,150.0,visa,226.0,debit
C07969-K1,C07969,american express,credit,21722,399.0,150.0,american express,148.0,credit
C11730-K1,C11730,mastercard,debit,12975,555.0,150.0,mastercard,224.0,debit
C08623-K2,C08623,mastercard,credit,19739,470.0,150.0,mastercard,137.0,credit
C00806-K1,C00806,visa,debit,20109,555.0,150.0,visa,226.0,debit
C12513-K1,C12513,mastercard,debit,16072,480.0,150.0,mastercard,117.0,debit
C05553-K1,C05553,visa,debit,22137,555.0,150.0,visa,226.0,debit
C11759-K1,C11759,visa,debit,13811,555.0,150.0,visa,226.0,debit
C03331-K1,C03331,visa,debit,15971,300.0,150.0,visa,166.0,debit
C05833-K1,C05833,visa,debit,11806,298.0,150.0,visa,226.0,debit
C12382-K1,C12382,visa,debit,21139,242.0,150.0,visa,166.0,debit
C05979-K2,C05979,mastercard,debit,21282,532.0,150.0,mastercard,,debit
C12910-K1,C12910,visa,debit,12119,,150.0,visa,226.0,debit
C05435-K1,C05435,mastercard,debit,19920,215.0,150.0,mastercard,126.0,debit
C04928-K1,C04928,american express,credit,16666,399.0,150.0,american express,185.0,credit
C06429-K1,C06429,visa,credit,21959,555.0,150.0,visa,226.0,credit
C11247-K1,C11247,mastercard,debit,14431,122.0,150.0,mastercard,100.0,debit
C04732-K1,C04732,mastercard,debit,13979,480.0,150.0,mastercard,117.0,debit
C11536-K1,C11536,visa,credit,14598,111.0,150.0,visa,226.0,credit
C12403-K1,C12403,visa,debit,21407,298.0,150.0,visa,226.0,debit
C12408-K1,C12408,visa,debit,11447,333.0,150.0,visa,195.0,debit
C03893-K1,C03893,mastercard,debit,10264,225.0,150.0,mastercard,224.0,debit
C13269-K2,C13269,visa,debit,20155,198.0,150.0,visa,226.0,debit
C01145-K1,C01145,mastercard,credit,17530,555.0,150.0,mastercard,102.0,credit
C11714-K1,C11714,mastercard,debit,21794,390.0,150.0,mastercard,224.0,debit
C00241-K1,C00241,visa,debit,19960,555.0,150.0,visa,226.0,debit
C01571-K1,C01571,mastercard,debit,12611,225.0,150.0,mastercard,224.0,debit
C06840-K1,C06840,mastercard,credit,12032,586.0,150.0,mastercard,137.0,credit
C10986-K2,C10986,visa,debit,15290,431.0,150.0,visa,166.0,debit
C12641-K2,C12641,visa,debit,16969,511.0,150.0,visa,226.0,debit
C05905-K1,C05905,visa,credit,13008,258.0,150.0,visa,226.0,credit
C03531-K1,C03531,visa,credit,19644,564.0,150.0,visa,226.0,credit
C02842-K1,C02842,visa,debit,14116,555.0,150.0,visa,226.0,debit
C03005-K1,C03005,visa,debit,17145,592.0,150.0,visa,226.0,debit
C03324-K1,C03324,visa,credit,13220,479.0,150.0,visa,226.0,credit
C01846-K1,C01846,visa,credit,13313,405.0,185.0,visa,147.0,credit
C13332-K1,C13332,visa,credit,21667,555.0,150.0,visa,226.0,credit
C05378-K2,C05378,mastercard,debit,21559,455.0,150.0,mastercard,126.0,debit
C07086-K1,C07086,visa,debit,15904,555.0,150.0,visa,226.0,debit
C00909-K1,C00909,mastercard,debit,14631,390.0,150.0,mastercard,224.0,debit
C08746-K2,C08746,mastercard,credit,12993,514.0,150.0,mastercard,195.0,credit
C02014-K2,C02014,mastercard,debit,14623,398.0,150.0,mastercard,,debit
C10399-K1,C10399,visa,debit,22346,555.0,150.0,visa,226.0,debit
C00871-K1,C00871,visa,credit,11560,490.0,150.0,visa,226.0,credit
C03283-K1,C03283,visa,debit,19583,377.0,150.0,visa,226.0,debit
C08476-K1,C08476,mastercard,debit,21183,310.0,150.0,mastercard,224.0,debit
C07864-K1,C07864,mastercard,debit,18067,301.0,150.0,mastercard,224.0,debit
C07278-K1,C07278,mastercard,credit,22894,111.0,150.0,mastercard,224.0,credit
C02830-K1,C02830,american express,credit,19069,520.0,150.0,american express,190.0,credit
C01056-K1,C01056,visa,credit,16883,583.0,150.0,visa,226.0,credit
C08333-K1,C08333,visa,debit,22142,472.0,150.0,visa,166.0,debit
C01370-K1,C01370,mastercard,debit,17228,393.0,150.0,mastercard,117.0,debit
C09965-K1,C09965,visa,credit,18269,555.0,150.0,visa,226.0,credit
C06919-K1,C06919,american express,credit,21615,399.0,150.0,american express,236.0,credit
C08587-K1,C08587,mastercard,credit,20552,111.0,150.0,mastercard,102.0,credit
C02848-K1,C02848,american express,credit,22106,399.0,150.0,american express,102.0,credit
C09975-K1,C09975,mastercard,debit,22766,224.0,106.0,mastercard,224.0,debit
C07160-K1,C07160,american express,credit,11934,399.0,150.0,american express,223.0,credit
C06303-K1,C06303,visa,debit,14201,593.0,150.0,visa,226.0,debit
C09084-K1,C09084,visa,debit,12598,,150.0,visa,226.0,debit
C02388-K1,C02388,visa,debit,12473,360.0,150.0,visa,226.0,debit
C09676-K1,C09676,visa,debit,13407,555.0,150.0,visa,226.0,debit
C06409-K1,C06409,visa,credit,21683,210.0,150.0,visa,226.0,credit
C08451-K1,C08451,visa,debit,20218,394.0,150.0,visa,226.0,debit
C10162-K1,C10162,visa,debit,13254,302.0,150.0,visa,226.0,debit
C05949-K1,C05949,visa,debit,10166,555.0,150.0,visa,226.0,debit
C00162-K1,C00162,visa,debit,20088,555.0,150.0,visa,226.0,debit
C12748-K2,C12748,mastercard,debit,22508,127.0,150.0,mastercard,224.0,debit
C01467-K1,C01467,mastercard,debit,23121,532.0,150.0,mastercard,224.0,debit
C03285-K2,C03285,visa,debit,15118,160.0,150.0,visa,226.0,debit
C04604-K1,C04604,visa,debit,18142,240.0,150.0,visa,226.0,debit
C03992-K2,C03992,visa,credit,18363,583.0,150.0,visa,226.0,credit
C12192-K1,C12192,visa,credit,16705,549.0,150.0,visa,226.0,credit
C03498-K1,C03498,visa,debit,14550,555.0,150.0,visa,226.0,debit
C09329-K1,C09329,mastercard,debit,14969,543.0,150.0,mastercard,224.0,debit
C06088-K1,C06088,visa,debit,21732,,150.0,visa,226.0,debit
C11172-K1,C11172,visa,debit,22182,555.0,150.0,visa,226.0,debit
C06139-K1,C06139,visa,debit,13424,571.0,150.0,visa,226.0,debit
C10962-K1,C10962,visa,debit,17325,111.0,150.0,visa,195.0,debit
C01258-K1,C01258,mastercard,debit,14899,532.0,150.0,mastercard,224.0,debit
C06274-K1,C06274,visa,debit,20632,555.0,150.0,visa,226.0,debit
C08947-K1,C08947,mastercard,debit,11630,194.0,150.0,mastercard,202.0,debit
C12349-K1,C12349,visa,debit,20445,555.0,150.0,visa,226.0,debit
C10422-K2,C10422,mastercard,debit,19144,537.0,150.0,mastercard,224.0,debit
C13103-K1,C13103,mastercard,debit,22598,532.0,150.0,mastercard,224.0,debit
C10626-K1,C10626,mastercard,debit,11247,555.0,150.0,mastercard,117.0,debit
C08223-K1,C08223,visa,credit,15919,555.0,150.0,visa,226.0,credit
C10611-K1,C10611,visa,credit,16838,583.0,150.0,visa,226.0,credit
C07062-K1,C07062,visa,debit,16309,461.0,150.0,visa,226.0,debit
C04205-K1,C04205,visa,debit,10042,555.0,150.0,visa,226.0,debit
C08984-K1,C08984,visa,credit,17566,555.0,150.0,visa,226.0,credit
C03902-K1,C03902,visa,debit,12717,555.0,150.0,visa,226.0,debit
C11691-K1,C11691,visa,debit,10260,,150.0,visa,166.0,debit
C02483-K1,C02483,american express,credit,18564,,150.0,american express,,credit
C08712-K1,C08712,mastercard,debit,11243,310.0,150.0,mastercard,224.0,debit
C01627-K1,C01627,mastercard,credit,23371,514.0,150.0,mastercard,224.0,credit
C03639-K1,C03639,visa,debit,18203,129.0,150.0,visa,226.0,debit
C00361-K1,C00361,visa,credit,19781,583.0,150.0,visa,195.0,credit
C03095-K2,C03095,mastercard,credit,14742,500.0,185.0,mastercard,137.0,credit
C11029-K1,C11029,visa,debit,20000,321.0,150.0,visa,226.0,debit
C04117-K2,C04117,mastercard,debit,14354,474.0,150.0,mastercard,224.0,debit
C04068-K1,C04068,visa,debit,20894,454.0,150.0,visa,226.0,debit
C01053-K1,C01053,visa,debit,18769,555.0,150.0,visa,226.0,debit
C07416-K1,C07416,mastercard,debit,18771,390.0,150.0,mastercard,117.0,debit
C07424-K1,C07424,american express,credit,11406,555.0,144.0,american express,198.0,credit
C05986-K1,C05986,mastercard,debit,14655,455.0,150.0,mastercard,126.0,debit
C08197-K1,C08197,visa,debit,21779,555.0,150.0,visa,226.0,debit
C09344-K1,C09344,visa,debit,17065,476.0,150.0,visa,166.0,debit
C06821-K2,C06821,mastercard,debit,13463,194.0,150.0,mastercard,202.0,debit
C02910-K1,C02910,mastercard,debit,12043,310.0,150.0,mastercard,117.0,debit
C03305-K1,C03305,american express,credit,20972,520.0,150.0,american express,190.0,credit
C02352-K1,C02352,visa,debit,14942,555.0,150.0,visa,226.0,debit
C03316-K2,C03316,visa,debit,13786,,150.0,visa,226.0,debit
C00173-K1,C00173,visa,debit,19973,555.0,146.0,visa,166.0,debit
C09839-K1,C09839,visa,credit,13391,111.0,150.0,visa,195.0,credit
C01789-K1,C01789,mastercard,debit,14982,543.0,150.0,mastercard,224.0,debit
C05309-K1,C05309,visa,credit,14736,528.0,150.0,visa,226.0,credit
C05415-K1,C05415,visa,debit,23228,555.0,150.0,visa,226.0,debit
C01340-K1,C01340,mastercard,debit,23066,310.0,150.0,mastercard,224.0,debit
C03362-K1,C03362,visa,debit,16599,555.0,150.0,visa,166.0,debit
C07445-K1,C07445,visa,debit,13186,503.0,150.0,visa,226.0,debit
C10843-K1,C10843,mastercard,debit,15100,573.0,143.0,mastercard,224.0,debit
C00995-K1,C00995,visa,debit,13669,214.0,150.0,visa,195.0,debit
C12167-K1,C12167,visa,credit,21182,216.0,150.0,visa,226.0,credit
C01259-K1,C01259,mastercard,debit,13994,360.0,150.0,mastercard,166.0,debit
C08540-K1,C08540,visa,debit,14430,555.0,150.0,visa,226.0,debit
C05096-K1,C05096,visa,debit,16302,143.0,150.0,visa,226.0,debit
C05629-K1,C05629,visa,credit,20504,555.0,150.0,visa,226.0,credit
C09717-K1,C09717,visa,debit,21297,126.0,150.0,visa,166.0,debit
C08902-K2,C08902,mastercard,debit,21972,555.0,143.0,mastercard,202.0,debit
C07232-K1,C07232,visa,debit,20472,360.0,150.0,visa,166.0,debit
C06499-K1,C06499,visa,debit,18044,111.0,150.0,visa,166.0,debit
C05634-K1,C05634,mastercard,debit,21163,390.0,150.0,mastercard,224.0,debit
C09120-K1,C09120,visa,credit,11537,241.0,150.0,visa,226.0,credit
C05292-K1,C05292,visa,credit,23021,371.0,150.0,visa,226.0,credit
C05402-K1,C05402,mastercard,debit,18746,512.0,150.0,mastercard,224.0,debit
C09296-K1,C09296,visa,credit,20607,168.0,144.0,visa,226.0,credit
C07612-K2,C07612,visa,debit,17847,583.0,150.0,visa,226.0,debit
C12356-K1,C12356,mastercard,credit,13441,170.0,150.0,mastercard,102.0,credit
C06340-K1,C06340,visa,debit,13966,555.0,150.0,visa,226.0,debit
C11413-K1,C11413,mastercard,credit,20455,170.0,150.0,mastercard,219.0,credit
C09000-K1,C09000,visa,debit,22725,555.0,150.0,visa,226.0,debit
C05079-K1,C05079,mastercard,debit,13235,112.0,150.0,mastercard,117.0,debit
C10529-K1,C10529,visa,debit,11213,342.0,150.0,visa,226.0,debit
C05981-K1,C05981,visa,debit,19437,553.0,150.0,visa,226.0,debit
C11504-K1,C11504,mastercard,debit,20529,480.0,150.0,mastercard,224.0,debit
C08922-K1,C08922,visa,credit,14172,216.0,150.0,visa,226.0,credit
C11931-K1,C11931,mastercard,debit,12267,512.0,150.0,mastercard,117.0,debit
C04024-K2,C04024,visa,credit,12361,210.0,150.0,visa,226.0,credit
C00754-K1,C00754,mastercard,credit,12072,300.0,150.0,mastercard,224.0,credit
C11035-K1,C11035,visa,debit,20429,555.0,150.0,visa,226.0,debit
C07872-K2,C07872,mastercard,debit,20400,481.0,150.0,mastercard,117.0,debit
C03344-K1,C03344,mastercard,debit,21721,543.0,150.0,mastercard,,debit
C08347-K1,C08347,american express,credit,12659,399.0,150.0,american express,146.0,credit
C10157-K1,C10157,visa,debit,21111,555.0,150.0,visa,226.0,debit
C02487-K1,C02487,visa,debit,17546,188.0,150.0,visa,195.0,debit
C04473-K1,C04473,mastercard,debit,16518,310.0,150.0,mastercard,224.0,debit
C11194-K1,C11194,visa,debit,10979,555.0,150.0,visa,226.0,debit
C02336-K1,C02336,visa,debit,20684,234.0,150.0,visa,226.0,debit
C04932-K1,C04932,visa,debit,17303,555.0,150.0,visa,226.0,debit
C03589-K1,C03589,visa,debit,15068,384.0,150.0,visa,226.0,debit
C09988-K1,C09988,visa,debit,11242,228.0,106.0,visa,226.0,debit
C04348-K1,C04348,mastercard,credit,22883,111.0,150.0,mastercard,219.0,credit
C07586-K1,C07586,visa,debit,14114,291.0,150.0,visa,226.0,debit
C09954-K1,C09954,mastercard,debit,18831,165.0,150.0,mastercard,224.0,debit
C09810-K1,C09810,visa,debit,17790,555.0,150.0,visa,226.0,debit
C07172-K1,C07172,visa,debit,15454,555.0,150.0,visa,226.0,debit
C03344-K2,C03344,mastercard,debit,21721,543.0,150.0,mastercard,223.0,debit
C06908-K1,C06908,visa,debit,18204,555.0,150.0,visa,226.0,debit
C13206-K1,C13206,mastercard,debit,16261,595.0,150.0,mastercard,156.0,debit
C05498-K1,C05498,visa,debit,13428,555.0,150.0,visa,226.0,debit
C00573-K1,C00573,mastercard,credit,18048,555.0,146.0,mastercard,190.0,credit
C02742-K1,C02742,mastercard,debit,18734,596.0,150.0,mastercard,229.0,debit
C12577-K1,C12577,american express,credit,23404,399.0,150.0,american express,223.0,credit
C08070-K1,C08070,american express,credit,13758,399.0,150.0,american express,223.0,credit
C12654-K1,C12654,visa,credit,16821,555.0,150.0,visa,226.0,credit
C08376-K1,C08376,american express,credit,21701,322.0,150.0,american express,131.0,credit
C00202-K1,C00202,visa,debit,15776,555.0,150.0,visa,226.0,debit
C00152-K1,C00152,visa,credit,19893,123.0,144.0,visa,226.0,credit
C10665-K1,C10665,american express,debit,20846,555.0,144.0,american express,190.0,debit
C04732-K2,C04732,mastercard,debit,13979,512.0,150.0,mastercard,117.0,debit
C10451-K1,C10451,visa,credit,11296,555.0,150.0,visa,226.0,credit
C08359-K1,C08359,visa,debit,22158,555.0,150.0,visa,226.0,debit
C00107-K1,C00107,visa,debit,15729,568.0,150.0,visa,226.0,debit
C09771-K1,C09771,mastercard,credit,12837,225.0,150.0,mastercard,102.0,credit
C04905-K1,C04905,mastercard,debit,17734,225.0,150.0,mastercard,117.0,debit
C04164-K1,C04164,mastercard,debit,18982,225.0,150.0,mastercard,224.0,debit
C03856-K1,C03856,mastercard,credit,10680,562.0,150.0,mastercard,197.0,credit
C09870-K1,C09870,visa,debit,13320,555.0,150.0,visa,226.0,debit
C10098-K1,C10098,visa,debit,16837,240.0,150.0,visa,226.0,debit
C06044-K1,C06044,visa,debit,12527,302.0,150.0,visa,226.0,debit
C12132-K1,C12132,mastercard,debit,16951,360.0,150.0,mastercard,166.0,debit
C00210-K1,C00210,visa,credit,15228,436.0,150.0,visa,162.0,credit
C04551-K1,C04551,visa,debit,17129,548.0,150.0,visa,195.0,debit
C06694-K1,C06694,mastercard,debit,17810,555.0,150.0,mastercard,117.0,debit
C04438-K1,C04438,visa,credit,19696,555.0,119.0,visa,137.0,credit
C13541-K2,C13541,mastercard,debit,10690,555.0,150.0,mastercard,166.0,debit
C10504-K1,C10504,mastercard,debit,15527,225.0,150.0,mastercard,224.0,debit
C01562-K1,C01562,visa,credit,13034,583.0,150.0,visa,226.0,credit
C08337-K1,C08337,visa,debit,21088,575.0,150.0,visa,226.0,debit
C02407-K1,C02407,mastercard,debit,20319,390.0,150.0,mastercard,224.0,debit
C06264-K1,C06264,visa,debit,18685,555.0,150.0,visa,226.0,debit
C11003-K1,C11003,mastercard,debit,16571,283.0,150.0,mastercard,224.0,debit
C09995-K1,C09995,visa,debit,14100,201.0,150.0,visa,226.0,debit
C06780-K1,C06780,mastercard,debit,15590,480.0,150.0,mastercard,117.0,debit
C03725-K1,C03725,visa,debit,13282,555.0,150.0,visa,226.0,debit
C12989-K1,C12989,visa,debit,22769,555.0,150.0,visa,226.0,debit
C03240-K1,C03240,mastercard,debit,19217,390.0,150.0,mastercard,224.0,debit
C03321-K1,C03321,american express,credit,10799,399.0,150.0,american express,146.0,credit
C08363-K1,C08363,visa,credit,20838,478.0,150.0,visa,195.0,credit
C02917-K1,C02917,visa,debit,20531,555.0,150.0,visa,226.0,debit
C01812-K1,C01812,visa,credit,15770,264.0,150.0,visa,226.0,credit
C09218-K1,C09218,visa,credit,14702,555.0,214.0,visa,162.0,credit
C07928-K1,C07928,visa,credit,10726,501.0,150.0,visa,226.0,credit
C03238-K1,C03238,mastercard,debit,20312,516.0,150.0,mastercard,195.0,debit
C12525-K1,C12525,visa,debit,13359,307.0,150.0,visa,226.0,debit
C09696-K1,C09696,visa,debit,22263,555.0,150.0,visa,226.0,debit
C08616-K1,C08616,mastercard,debit,21912,555.0,150.0,mastercard,224.0,debit
C11523-K1,C11523,visa,debit,18867,555.0,150.0,visa,226.0,debit
C07022-K1,C07022,visa,debit,22454,555.0,150.0,visa,226.0,debit
C06113-K1,C06113,mastercard,debit,23193,310.0,150.0,mastercard,224.0,debit
C06671-K1,C06671,american express,credit,20587,399.0,150.0,american express,236.0,credit
C12063-K1,C12063,visa,credit,21423,585.0,150.0,visa,226.0,credit
C13092-K1,C13092,visa,debit,10110,555.0,150.0,visa,226.0,debit
C06934-K1,C06934,mastercard,credit,12587,500.0,185.0,mastercard,224.0,credit
C11127-K1,C11127,mastercard,debit,22406,512.0,150.0,mastercard,195.0,debit
C08314-K1,C08314,visa,debit,23332,276.0,150.0,visa,226.0,debit
C03688-K1,C03688,mastercard,debit,23097,310.0,150.0,mastercard,117.0,debit
C03103-K1,C03103,mastercard,credit,15029,555.0,153.0,mastercard,102.0,credit
C08190-K2,C08190,visa,credit,20483,111.0,150.0,visa,226.0,credit
C12604-K1,C12604,visa,debit,10780,321.0,150.0,visa,226.0,debit
C10925-K1,C10925,visa,debit,22032,555.0,150.0,visa,226.0,debit
C05002-K1,C05002,visa,debit,19575,555.0,150.0,visa,226.0,debit
C03193-K1,C03193,mastercard,debit,16684,555.0,150.0,mastercard,117.0,debit
C03740-K1,C03740,mastercard,debit,10634,369.0,150.0,mastercard,224.0,debit
C04507-K1,C04507,visa,debit,12650,512.0,150.0,visa,226.0,debit
C11353-K1,C11353,mastercard,debit,14477,390.0,150.0,mastercard,117.0,debit
C04828-K2,C04828,mastercard,debit,22843,122.0,150.0,mastercard,126.0,debit
C05896-K1,C05896,visa,debit,17686,555.0,150.0,visa,226.0,debit
C05244-K1,C05244,american express,credit,14855,399.0,150.0,american express,118.0,credit
C09358-K1,C09358,visa,credit,11095,181.0,150.0,visa,226.0,credit
C12786-K1,C12786,visa,debit,17001,555.0,102.0,visa,166.0,debit
C00147-K1,C00147,mastercard,debit,16194,275.0,150.0,mastercard,224.0,debit
C08578-K1,C08578,visa,debit,13299,441.0,150.0,visa,226.0,debit
C07834-K1,C07834,visa,debit,10810,555.0,150.0,visa,226.0,debit
C10062-K1,C10062,mastercard,debit,17621,517.0,150.0,mastercard,224.0,debit
C12629-K1,C12629,visa,debit,21404,555.0,150.0,visa,226.0,debit
C09719-K1,C09719,american express,credit,18332,399.0,150.0,american express,150.0,credit
C03693-K1,C03693,visa,debit,11103,555.0,150.0,visa,226.0,debit
C05659-K1,C05659,visa,debit,10766,151.0,150.0,visa,226.0,debit
C05214-K1,C05214,mastercard,debit,20807,543.0,150.0,mastercard,224.0,debit
C01209-K2,C01209,mastercard,debit,23353,122.0,150.0,mastercard,166.0,debit
C13266-K1,C13266,visa,debit,18698,555.0,150.0,visa,226.0,debit
C09285-K1,C09285,visa,debit,17755,555.0,150.0,visa,226.0,debit
C05127-K1,C05127,visa,credit,15366,545.0,185.0,visa,195.0,credit
C03019-K1,C03019,discover,credit,19672,327.0,150.0,discover,223.0,credit
C07039-K1,C07039,visa,credit,14826,583.0,150.0,visa,226.0,credit
C00501-K1,C00501,mastercard,debit,11602,310.0,150.0,mastercard,224.0,debit
C04529-K1,C04529,mastercard,credit,19529,555.0,150.0,mastercard,195.0,credit
C02345-K1,C02345,mastercard,debit,22974,555.0,150.0,mastercard,195.0,debit
C10414-K1,C10414,visa,debit,22358,555.0,150.0,visa,226.0,debit
C11653-K1,C11653,mastercard,debit,20850,253.0,150.0,mastercard,195.0,debit
C10075-K1,C10075,mastercard,debit,11322,225.0,150.0,mastercard,117.0,debit
C05970-K1,C05970,visa,credit,15621,555.0,150.0,visa,226.0,credit
C08205-K1,C08205,mastercard,debit,17900,310.0,150.0,mastercard,224.0,debit
C04573-K1,C04573,mastercard,debit,21968,408.0,185.0,mastercard,102.0,debit
