customer_id,total_cards,first_seen,home_region,total_txns
C03645,1,2016-07-07 00:27:16,204.0,41
C08380,1,2016-07-07 00:28:27,476.0,17
C07965,1,2016-07-07 00:31:15,387.0,3
C02312,1,2016-07-07 00:33:24,184.0,2
C11596,2,2016-07-07 00:36:28,337.0,139
C06036,1,2016-07-07 00:40:13,,62
C09141,1,2016-07-07 00:44:56,170.0,164
C02714,1,2016-07-07 00:47:06,315.0,25
C08527,1,2016-07-07 00:47:25,472.0,23
C05814,3,2016-07-07 00:56:28,433.0,185
C12165,2,2016-07-07 00:56:47,476.0,18
C09390,1,2016-07-07 00:58:33,,2
C08491,1,2016-07-07 00:58:48,,3
C02541,1,2016-07-07 00:59:15,123.0,21
C11926,1,2016-07-07 01:02:06,123.0,31
C10720,1,2016-07-07 01:07:28,204.0,21
C04514,1,2016-07-07 01:08:15,315.0,7
C08174,1,2016-07-07 01:08:19,264.0,56
C06008,1,2016-07-07 01:17:31,177.0,15
C04626,1,2016-07-07 01:19:07,272.0,5
C05449,1,2016-07-07 01:19:17,204.0,7
C07237,1,2016-07-07 01:19:38,264.0,51
C07828,1,2016-07-07 01:23:01,299.0,50
C08509,1,2016-07-07 01:24:03,485.0,8
C00864,1,2016-07-07 01:25:26,330.0,7
C13447,1,2016-07-07 01:28:10,,152
C11791,1,2016-07-07 01:41:51,264.0,4
C01469,1,2016-07-07 01:48:50,299.0,20
C10751,2,2016-07-07 01:53:27,325.0,54
C04562,1,2016-07-07 01:54:29,226.0,7
C03390,1,2016-07-07 02:00:16,,2
C10429,1,2016-07-07 02:14:48,,2
C04357,1,2016-07-07 02:18:18,315.0,14
C11102,2,2016-07-07 02:18:30,264.0,66
C00536,1,2016-07-07 02:22:37,,4
C07102,1,2016-07-07 02:27:56,,60
C00651,1,2016-07-07 02:34:31,,1
C11857,1,2016-07-07 02:38:07,264.0,5
C08199,1,2016-07-07 02:38:35,,10
C12420,1,2016-07-07 02:44:25,226.0,28
C09193,1,2016-07-07 02:45:11,225.0,34
C05175,1,2016-07-07 02:52:13,299.0,27
C06020,1,2016-07-07 03:00:23,,3
C05855,1,2016-07-07 03:00:39,272.0,28
C13195,1,2016-07-07 03:06:21,143.0,9
C09483,1,2016-07-07 03:09:32,310.0,4
C10470,1,2016-07-07 03:14:31,,6
C06629,1,2016-07-07 03:14:41,337.0,3
C05077,2,2016-07-07 03:14:49,498.0,39
C04773,2,2016-07-07 03:15:08,433.0,71
C03802,1,2016-07-07 03:21:04,512.0,25
C11601,1,2016-07-07 03:23:01,,25
C02584,1,2016-07-07 03:26:20,272.0,14
C08366,2,2016-07-07 03:31:07,325.0,174
C11323,1,2016-07-07 03:32:20,,15
C01439,1,2016-07-07 03:43:40,,55
C07368,1,2016-07-07 03:46:35,469.0,41
C02870,1,2016-07-07 03:54:35,330.0,20
C03694,1,2016-07-07 03:56:59,,11
C01410,1,2016-07-07 03:59:29,181.0,3
C08465,1,2016-07-07 04:01:52,,16
C12888,1,2016-07-07 04:03:40,,1
C09704,1,2016-07-07 04:16:52,387.0,17
C00815,1,2016-07-07 04:28:57,264.0,16
C01501,1,2016-07-07 04:30:45,,1
C03067,1,2016-07-07 04:34:38,436.0,27
C03789,1,2016-07-07 04:55:46,485.0,11
C11159,2,2016-07-07 05:06:35,177.0,55
C06326,1,2016-07-07 05:19:30,264.0,8
C01242,1,2016-07-07 05:27:16,433.0,20
C00583,1,2016-07-07 05:28:41,,117
C04811,1,2016-07-07 05:40:03,,2
C09917,1,2016-07-07 05:41:05,469.0,36
C10395,1,2016-07-07 05:41:46,181.0,19
C07347,1,2016-07-07 05:44:16,,29
C09187,1,2016-07-07 05:50:30,,13
C11787,1,2016-07-07 05:56:19,,51
C05049,1,2016-07-07 06:00:06,170.0,9
C10040,1,2016-07-07 06:00:11,,4
C08023,1,2016-07-07 06:16:09,272.0,17
C11628,1,2016-07-07 06:22:50,264.0,32
C08564,1,2016-07-07 06:25:24,181.0,2
C05404,1,2016-07-07 06:41:08,143.0,30
C10520,1,2016-07-07 06:54:12,,19
C03436,1,2016-07-07 10:08:30,325.0,8
C06427,1,2016-07-07 10:44:41,272.0,47
C13448,1,2016-07-07 11:03:28,,6
C08405,1,2016-07-07 11:08:42,,3
C10224,1,2016-07-07 11:26:40,181.0,86
C00144,1,2016-07-07 11:27:09,387.0,4
C10988,1,2016-07-07 11:37:07,325.0,7
C11015,1,2016-07-07 11:48:20,,1
C11668,2,2016-07-07 11:50:45,,32
C11856,1,2016-07-07 12:10:09,,9
C08484,1,2016-07-07 12:11:43,444.0,8
C01923,1,2016-07-07 12:14:15,181.0,3
C04930,1,2016-07-07 12:17:43,444.0,1
C13399,2,2016-07-07 12:21:15,387.0,29
C09903,1,2016-07-07 12:22:35,299.0,15
C01620,1,2016-07-07 12:29:52,315.0,4
C09403,1,2016-07-07 12:32:27,472.0,3
C09433,1,2016-07-07 12:33:52,220.0,12
C06763,1,2016-07-07 12:37:38,387.0,9
C11160,1,2016-07-07 12:45:11,264.0,1
C03301,2,2016-07-07 12:49:02,299.0,18
C02952,1,2016-07-07 12:58:30,325.0,13
C06398,1,2016-07-07 12:59:58,325.0,8
C01726,1,2016-07-07 13:18:45,204.0,34
C11894,2,2016-07-07 13:18:52,444.0,5
C03965,1,2016-07-07 13:19:26,,1
C05879,1,2016-07-07 13:19:47,498.0,19
C12177,1,2016-07-07 13:20:45,325.0,25
C05090,1,2016-07-07 13:21:19,123.0,18
C06168,1,2016-07-07 13:25:22,330.0,31
C10675,1,2016-07-07 13:28:00,203.0,24
C05654,1,2016-07-07 13:30:22,337.0,79
C07403,1,2016-07-07 13:30:30,272.0,38
C07784,2,2016-07-07 13:31:04,325.0,8
C07026,1,2016-07-07 13:33:16,325.0,11
C10935,1,2016-07-07 13:34:32,485.0,41
C09962,1,2016-07-07 13:38:43,433.0,4
C04656,2,2016-07-07 13:39:08,264.0,85
C10284,1,2016-07-07 13:40:41,330.0,6
C11171,1,2016-07-07 13:41:40,126.0,9
C02924,1,2016-07-07 13:45:30,191.0,21
C05213,1,2016-07-07 13:50:54,,4
C04355,1,2016-07-07 13:52:22,264.0,8
C03101,1,2016-07-07 13:57:15,337.0,12
C09716,2,2016-07-07 13:58:50,205.0,80
C07723,1,2016-07-07 14:00:33,,2
C06401,1,2016-07-07 14:09:28,181.0,7
C07030,1,2016-07-07 14:11:59,476.0,32
C04461,1,2016-07-07 14:11:59,205.0,3
C02265,1,2016-07-07 14:13:14,308.0,41
C06397,1,2016-07-07 14:17:58,,2
C12469,1,2016-07-07 14:18:16,251.0,8
C12029,1,2016-07-07 14:23:25,272.0,1
C00338,1,2016-07-07 14:24:04,472.0,25
C08991,1,2016-07-07 14:30:08,,4
C09840,1,2016-07-07 14:32:26,,2
C08517,1,2016-07-07 14:33:14,310.0,8
C07296,1,2016-07-07 14:33:24,,94
C03513,1,2016-07-07 14:34:42,325.0,11
C02598,1,2016-07-07 14:39:07,204.0,4
C10138,1,2016-07-07 14:43:01,441.0,4
C00741,1,2016-07-07 14:43:48,122.0,68
C09527,1,2016-07-07 14:44:16,,5
C00877,1,2016-07-07 14:47:22,,22
C10621,1,2016-07-07 14:48:38,110.0,14
C10999,1,2016-07-07 14:53:39,,5
C10372,1,2016-07-07 14:57:14,,9
C13155,1,2016-07-07 14:57:41,,3
C00438,1,2016-07-07 14:58:54,225.0,2
C04272,1,2016-07-07 14:59:01,387.0,25
C10759,1,2016-07-07 14:59:07,264.0,20
C13429,1,2016-07-07 15:02:46,204.0,16
C07938,1,2016-07-07 15:06:12,299.0,41
C12955,1,2016-07-07 15:07:13,126.0,14
C06212,1,2016-07-07 15:08:33,264.0,26
C03070,1,2016-07-07 15:15:22,,16
C10633,1,2016-07-07 15:19:58,,7
C02291,1,2016-07-07 15:24:30,,1
C11360,1,2016-07-07 15:28:27,264.0,11
C02363,1,2016-07-07 15:35:00,264.0,7
C00840,1,2016-07-07 15:35:46,433.0,1
C08306,1,2016-07-07 15:44:35,181.0,4
C10389,1,2016-07-07 15:44:36,226.0,1
C08016,1,2016-07-07 15:44:39,337.0,12
C04533,1,2016-07-07 15:46:38,272.0,74
C06028,1,2016-07-07 15:47:45,330.0,12
C02916,1,2016-07-07 15:51:20,,16
C08163,1,2016-07-07 15:52:17,205.0,2
C00245,1,2016-07-07 15:55:03,194.0,10
C02177,1,2016-07-07 15:56:09,264.0,44
C00034,1,2016-07-07 16:01:54,231.0,52
C04719,1,2016-07-07 16:02:22,,3
C03303,1,2016-07-07 16:02:24,,11
C05589,1,2016-07-07 16:03:57,,1
C04142,2,2016-07-07 16:05:18,325.0,14
C09663,1,2016-07-07 16:05:30,472.0,176
C01006,1,2016-07-07 16:07:02,315.0,9
C04260,1,2016-07-07 16:08:28,264.0,10
C09628,1,2016-07-07 16:09:35,251.0,19
C04516,1,2016-07-07 16:11:50,143.0,16
C06986,1,2016-07-07 16:14:05,,43
C09440,1,2016-07-07 16:15:49,,8
C11340,1,2016-07-07 16:17:06,191.0,14
C10610,1,2016-07-07 16:17:26,512.0,1
C09401,1,2016-07-07 16:18:24,269.0,61
C10880,1,2016-07-07 16:23:24,469.0,13
C10004,1,2016-07-07 16:26:46,181.0,19
C00342,1,2016-07-07 16:26:49,310.0,7
C03025,1,2016-07-07 16:27:28,,2
C06746,1,2016-07-07 16:30:14,315.0,13
C04528,1,2016-07-07 16:36:07,343.0,112
C03986,1,2016-07-07 16:39:25,184.0,23
C07848,2,2016-07-07 16:40:17,310.0,82
C07051,1,2016-07-07 16:40:32,264.0,23
C12777,1,2016-07-07 16:40:55,,5
C07840,1,2016-07-07 16:43:34,272.0,222
C08011,1,2016-07-07 16:46:16,,7
C01931,1,2016-07-07 16:46:56,,1
C09990,1,2016-07-07 16:47:00,,2
C03191,1,2016-07-07 16:50:04,204.0,3
C07993,1,2016-07-07 16:52:25,,7
C06288,1,2016-07-07 16:52:54,264.0,32
C00580,1,2016-07-07 16:53:24,,8
C07277,1,2016-07-07 16:55:14,387.0,100
C08871,1,2016-07-07 16:56:12,251.0,11
C03357,1,2016-07-07 16:56:20,,2
C01803,1,2016-07-07 16:59:10,441.0,9
C10814,2,2016-07-07 17:01:22,299.0,109
C08850,1,2016-07-07 17:02:52,,18
C01269,1,2016-07-07 17:05:15,253.0,22
C12114,1,2016-07-07 17:09:28,299.0,3
C03517,1,2016-07-07 17:12:32,472.0,103
C11486,1,2016-07-07 17:13:47,325.0,6
C03282,1,2016-07-07 17:21:17,,1
C01302,1,2016-07-07 17:21:34,204.0,2
C11716,1,2016-07-07 17:22:05,441.0,99
C06487,1,2016-07-07 17:23:03,264.0,4
C09701,2,2016-07-07 17:27:53,485.0,67
C12921,1,2016-07-07 17:28:17,205.0,7
C01409,1,2016-07-07 17:28:46,170.0,8
C12583,1,2016-07-07 17:31:44,512.0,84
C09312,2,2016-07-07 17:32:15,299.0,29
C12391,1,2016-07-07 17:33:51,264.0,37
C11577,1,2016-07-07 17:36:23,441.0,9
C12364,1,2016-07-07 17:37:01,,29
C09131,1,2016-07-07 17:38:06,269.0,79
C11530,1,2016-07-07 17:39:33,,29
C02311,1,2016-07-07 17:42:22,204.0,111
C03712,1,2016-07-07 17:42:33,,2
C05613,1,2016-07-07 17:43:21,264.0,26
C10894,1,2016-07-07 17:44:27,,2
C01546,1,2016-07-07 17:44:36,,3
C05770,1,2016-07-07 17:44:42,299.0,41
C06875,2,2016-07-07 17:44:45,269.0,60
C12057,1,2016-07-07 17:45:43,387.0,58
C09397,1,2016-07-07 17:51:17,272.0,11
C03166,1,2016-07-07 17:57:13,123.0,5
C07008,1,2016-07-07 17:58:56,143.0,8
C13139,1,2016-07-07 18:00:53,,6
C05810,1,2016-07-07 18:03:22,,5
C12964,1,2016-07-07 18:05:33,441.0,10
C10753,1,2016-07-07 18:08:41,191.0,5
C02905,1,2016-07-07 18:09:03,,23
C09429,1,2016-07-07 18:09:56,330.0,2
C13110,1,2016-07-07 18:12:50,204.0,51
C00813,1,2016-07-07 18:14:19,469.0,14
C07192,1,2016-07-07 18:16:32,143.0,2
C06076,1,2016-07-07 18:17:28,299.0,13
C01543,1,2016-07-07 18:19:59,191.0,6
C09744,1,2016-07-07 18:22:20,384.0,18
C09160,1,2016-07-07 18:23:25,315.0,2
C12110,1,2016-07-07 18:25:55,494.0,4
C08957,1,2016-07-07 18:27:21,253.0,16
C05849,1,2016-07-07 18:27:40,204.0,2
C07152,1,2016-07-07 18:28:26,299.0,7
C05831,1,2016-07-07 18:31:04,436.0,20
C07944,1,2016-07-07 18:32:59,269.0,210
C08978,1,2016-07-07 18:33:27,,1
C08752,1,2016-07-07 18:33:46,325.0,20
C13319,1,2016-07-07 18:34:59,315.0,45
C01925,1,2016-07-07 18:39:40,220.0,9
C08140,2,2016-07-07 18:39:46,325.0,25
C12230,1,2016-07-07 18:40:14,299.0,21
C12020,1,2016-07-07 18:47:22,325.0,2
C10624,1,2016-07-07 18:47:30,299.0,10
C11962,1,2016-07-07 18:52:42,272.0,32
C03043,1,2016-07-07 18:52:43,,39
C00368,1,2016-07-07 18:54:43,253.0,108
C04655,1,2016-07-07 18:56:59,,78
C13451,1,2016-07-07 18:57:08,299.0,5
C04269,1,2016-07-07 18:59:01,191.0,34
C00231,2,2016-07-07 18:59:50,315.0,8
C05088,1,2016-07-07 19:06:30,436.0,71
C06265,1,2016-07-07 19:06:39,,27
C01594,1,2016-07-07 19:08:28,433.0,41
C10205,1,2016-07-07 19:11:02,205.0,53
C01391,1,2016-07-07 19:11:56,441.0,57
C09851,1,2016-07-07 19:14:27,,14
C01201,1,2016-07-07 19:16:51,269.0,2
C04726,1,2016-07-07 19:17:40,110.0,10
C06114,1,2016-07-07 19:22:53,,1
C12842,1,2016-07-07 19:25:31,,6
C10667,2,2016-07-07 19:27:17,204.0,9
C08381,1,2016-07-07 19:27:20,337.0,4
C03205,1,2016-07-07 19:29:42,126.0,2
C01041,1,2016-07-07 19:30:49,299.0,112
C10740,1,2016-07-07 19:31:36,436.0,2
C09171,1,2016-07-07 19:33:04,123.0,11
C08632,1,2016-07-07 19:36:55,,4
C07180,2,2016-07-07 19:36:59,299.0,30
C06021,2,2016-07-07 19:37:03,181.0,33
C12733,1,2016-07-07 19:40:06,,1
C03382,1,2016-07-07 19:44:03,420.0,9
C05698,1,2016-07-07 19:45:11,264.0,33
C02266,2,2016-07-07 19:49:27,,34
C05655,1,2016-07-07 19:51:20,299.0,44
C03762,1,2016-07-07 19:51:30,203.0,5
C01245,1,2016-07-07 19:52:10,,1
C00313,1,2016-07-07 19:52:32,220.0,11
C13210,2,2016-07-07 19:57:59,191.0,8
C10683,1,2016-07-07 19:59:31,204.0,92
C02019,1,2016-07-07 20:00:10,469.0,66
C12104,1,2016-07-07 20:00:48,264.0,146
C08039,1,2016-07-07 20:01:57,387.0,13
C07768,1,2016-07-07 20:03:53,325.0,26
C09267,2,2016-07-07 20:04:08,269.0,35
C02305,1,2016-07-07 20:05:51,498.0,9
C00060,1,2016-07-07 20:10:22,,30
C08107,1,2016-07-07 20:11:36,158.0,11
C11734,1,2016-07-07 20:11:58,436.0,16
C04290,1,2016-07-07 20:13:39,,1
C02152,1,2016-07-07 20:19:28,330.0,30
C12449,1,2016-07-07 20:22:40,272.0,10
C11183,1,2016-07-07 20:24:54,,11
C01757,1,2016-07-07 20:24:55,181.0,71
C04697,1,2016-07-07 20:29:32,,21
C11918,2,2016-07-07 20:32:37,143.0,136
C00416,1,2016-07-07 20:37:54,220.0,115
C06295,1,2016-07-07 20:38:42,,22
C02069,1,2016-07-07 20:38:45,204.0,45
C08133,1,2016-07-07 20:40:34,,6
C12689,2,2016-07-07 20:43:02,231.0,6
C04317,1,2016-07-07 20:47:57,444.0,41
C07106,2,2016-07-07 20:51:48,325.0,18
C01816,1,2016-07-07 20:53:24,485.0,29
C05860,2,2016-07-07 20:57:47,299.0,14
C03168,1,2016-07-07 20:58:21,143.0,1
C09375,1,2016-07-07 21:00:13,,1
C00611,1,2016-07-07 21:00:33,315.0,4
C04568,1,2016-07-07 21:01:54,205.0,148
C11953,1,2016-07-07 21:01:54,,3
C09952,1,2016-07-07 21:03:48,387.0,26
C07257,1,2016-07-07 21:04:29,181.0,10
C07422,1,2016-07-07 21:05:30,512.0,17
C05224,1,2016-07-07 21:14:15,,1
C05670,1,2016-07-07 21:14:54,225.0,168
C07011,1,2016-07-07 21:14:57,143.0,187
C11292,1,2016-07-07 21:15:02,,1
C12302,1,2016-07-07 21:16:39,330.0,26
C04162,1,2016-07-07 21:23:49,299.0,3
C10596,1,2016-07-07 21:24:06,205.0,23
C09079,1,2016-07-07 21:25:33,226.0,19
C06238,1,2016-07-07 21:28:13,485.0,23
C06424,2,2016-07-07 21:28:46,204.0,94
C10919,1,2016-07-07 21:29:19,191.0,8
C11574,1,2016-07-07 21:32:08,225.0,26
C09669,1,2016-07-07 21:32:51,272.0,79
C11537,1,2016-07-07 21:34:25,191.0,19
C01400,1,2016-07-07 21:35:21,299.0,20
C08748,1,2016-07-07 21:41:28,,29
C04614,1,2016-07-07 21:41:31,492.0,22
C03234,1,2016-07-07 21:45:20,337.0,16
C05761,2,2016-07-07 21:47:10,123.0,7
C09863,1,2016-07-07 21:49:06,,66
C13284,1,2016-07-07 21:50:15,476.0,11
C12884,1,2016-07-07 21:50:37,177.0,6
C07164,1,2016-07-07 21:53:06,110.0,22
C10411,1,2016-07-07 21:53:41,433.0,15
C08504,1,2016-07-07 21:54:34,181.0,18
C13540,1,2016-07-07 21:56:17,264.0,1
C13521,1,2016-07-07 21:56:35,325.0,100
C12261,1,2016-07-07 21:56:45,,2
C04424,1,2016-07-07 21:57:41,,13
C01099,1,2016-07-07 21:58:52,315.0,45
C05713,1,2016-07-07 21:59:30,181.0,104
C02783,1,2016-07-07 21:59:54,,26
C10369,1,2016-07-07 22:00:33,325.0,19
C04440,2,2016-07-07 22:01:10,110.0,7
C09356,1,2016-07-07 22:06:09,253.0,5
C00429,1,2016-07-07 22:08:27,420.0,6
C00658,1,2016-07-07 22:09:59,203.0,1
C12310,1,2016-07-07 22:13:19,204.0,5
C04397,1,2016-07-07 22:16:11,485.0,3
C07735,1,2016-07-07 22:18:04,264.0,3
C02040,1,2016-07-07 22:18:12,472.0,4
C11008,2,2016-07-07 22:18:19,170.0,114
C05124,1,2016-07-07 22:21:49,441.0,35
C07474,1,2016-07-07 22:24:13,204.0,6
C04029,1,2016-07-07 22:28:14,512.0,20
C06097,1,2016-07-07 22:33:28,264.0,20
C01166,1,2016-07-07 22:35:15,,12
C04963,1,2016-07-07 22:38:12,299.0,4
C09464,1,2016-07-07 22:42:09,264.0,17
C01758,1,2016-07-07 22:44:47,,8
C01225,2,2016-07-07 22:46:30,472.0,25
C10091,1,2016-07-07 22:48:45,191.0,34
C03523,1,2016-07-07 22:55:24,485.0,7
C06302,1,2016-07-07 22:59:26,,7
C01105,1,2016-07-07 23:05:00,264.0,23
C05106,1,2016-07-07 23:05:10,,6
C07916,1,2016-07-07 23:09:25,387.0,9
C13039,1,2016-07-07 23:14:49,485.0,16
C09631,1,2016-07-07 23:16:02,143.0,29
C03418,1,2016-07-07 23:16:16,269.0,12
C12699,1,2016-07-07 23:20:18,324.0,26
C02338,1,2016-07-07 23:20:35,123.0,3
C03179,1,2016-07-07 23:20:37,315.0,14
C13192,1,2016-07-07 23:21:51,,2
C08737,1,2016-07-07 23:28:25,299.0,62
C10794,1,2016-07-07 23:37:12,184.0,3
C08336,1,2016-07-07 23:38:27,181.0,106
C04889,1,2016-07-07 23:41:23,191.0,47
C00458,1,2016-07-07 23:43:10,,32
C00842,2,2016-07-07 23:43:42,220.0,101
C06329,1,2016-07-07 23:44:02,,4
C12949,1,2016-07-07 23:44:09,327.0,6
C02003,1,2016-07-07 23:51:57,205.0,40
C02626,1,2016-07-07 23:52:15,330.0,10
C12494,1,2016-07-07 23:52:40,343.0,3
C03533,1,2016-07-07 23:55:15,325.0,177
C08739,2,2016-07-07 23:56:28,502.0,4
C00180,1,2016-07-07 23:59:22,,5
C03317,1,2016-07-08 00:02:20,225.0,34
C05497,1,2016-07-08 00:03:36,,12
C04242,1,2016-07-08 00:07:27,264.0,5
C10220,1,2016-07-08 00:10:48,,6
C09786,1,2016-07-08 00:14:05,330.0,9
C13293,1,2016-07-08 00:17:53,,2
C12388,1,2016-07-08 00:18:13,327.0,15
C10375,1,2016-07-08 00:20:33,,1
C06930,1,2016-07-08 00:21:53,,1
C10821,1,2016-07-08 00:23:32,184.0,20
C04576,1,2016-07-08 00:24:45,251.0,15
C13026,1,2016-07-08 00:27:14,272.0,14
C01545,1,2016-07-08 00:27:49,384.0,22
C04948,1,2016-07-08 00:29:24,441.0,4
C07821,1,2016-07-08 00:29:37,337.0,36
C03181,1,2016-07-08 00:31:12,,33
C04847,2,2016-07-08 00:32:42,337.0,34
C07078,1,2016-07-08 00:33:08,191.0,28
C01887,1,2016-07-08 00:35:19,315.0,7
C12509,2,2016-07-08 00:35:34,123.0,53
C06296,1,2016-07-08 00:37:31,485.0,27
C06984,1,2016-07-08 00:40:00,330.0,1
C13081,1,2016-07-08 00:40:25,325.0,46
C13364,1,2016-07-08 00:40:28,,82
C12115,1,2016-07-08 00:45:25,299.0,4
C07204,1,2016-07-08 00:49:20,,198
C03946,1,2016-07-08 00:49:39,299.0,13
C02959,1,2016-07-08 00:51:32,,4
C05268,1,2016-07-08 00:51:55,,49
C07429,2,2016-07-08 00:52:29,110.0,20
C03306,1,2016-07-08 01:02:25,441.0,17
C04394,1,2016-07-08 01:09:44,,2
C01402,1,2016-07-08 01:12:06,315.0,6
C10181,1,2016-07-08 01:15:02,,7
C03571,1,2016-07-08 01:16:16,,12
C08699,1,2016-07-08 01:18:01,,17
C11715,1,2016-07-08 01:22:17,,2
C07751,1,2016-07-08 01:25:02,,7
C04423,1,2016-07-08 01:25:15,325.0,6
C05824,1,2016-07-08 01:33:11,122.0,5
C04055,1,2016-07-08 01:33:13,476.0,24
C07431,1,2016-07-08 01:33:15,,2
C01495,1,2016-07-08 01:34:20,264.0,53
C03605,1,2016-07-08 01:36:32,444.0,3
C09905,2,2016-07-08 01:40:42,485.0,14
C05240,1,2016-07-08 01:43:51,220.0,29
C08652,1,2016-07-08 01:44:28,387.0,25
C02391,1,2016-07-08 01:46:33,,1
C09146,1,2016-07-08 01:55:12,272.0,39
C08887,1,2016-07-08 02:01:49,251.0,1
C13306,1,2016-07-08 02:04:44,204.0,11
C00637,1,2016-07-08 02:07:23,204.0,13
C05253,1,2016-07-08 02:12:01,272.0,37
C04124,1,2016-07-08 02:21:52,264.0,38
C09207,1,2016-07-08 02:30:42,110.0,54
C01459,1,2016-07-08 02:30:59,272.0,38
C02879,1,2016-07-08 02:31:37,191.0,5
C10547,1,2016-07-08 02:45:25,181.0,2
C05103,1,2016-07-08 02:48:16,,1
C01718,1,2016-07-08 02:50:15,264.0,4
C03346,1,2016-07-08 02:54:55,485.0,21
C01549,2,2016-07-08 03:00:11,485.0,28
C11419,1,2016-07-08 03:02:22,337.0,5
C07552,1,2016-07-08 03:06:46,299.0,67
C09104,1,2016-07-08 03:10:51,330.0,2
C13249,1,2016-07-08 03:13:01,420.0,37
C01317,1,2016-07-08 03:15:49,272.0,65
C01604,1,2016-07-08 03:22:21,264.0,8
C09292,3,2016-07-08 03:25:04,441.0,11
C07560,2,2016-07-08 03:29:13,225.0,49
C04446,1,2016-07-08 03:31:13,123.0,39
C08300,1,2016-07-08 03:39:15,315.0,1
C05650,1,2016-07-08 03:46:54,299.0,13
C01544,1,2016-07-08 03:50:29,337.0,35
C13152,1,2016-07-08 03:52:44,205.0,8
C09116,2,2016-07-08 04:01:11,264.0,57
C11443,1,2016-07-08 04:15:08,299.0,3
C05152,1,2016-07-08 04:22:50,269.0,1
C03198,1,2016-07-08 04:52:01,264.0,3
C04172,2,2016-07-08 05:12:25,325.0,214
C03593,1,2016-07-08 05:18:08,,12
C08448,1,2016-07-08 05:38:57,299.0,35
C03908,1,2016-07-08 05:55:49,264.0,14
C13401,1,2016-07-08 06:13:45,226.0,3
C08334,1,2016-07-08 06:43:46,337.0,111
C12258,2,2016-07-08 06:45:41,,63
C02667,1,2016-07-08 07:17:41,337.0,67
C02889,1,2016-07-08 07:40:15,170.0,16
C12840,1,2016-07-08 08:23:03,184.0,18
C12762,1,2016-07-08 08:29:48,299.0,16
C05219,1,2016-07-08 09:35:21,,6
C12006,1,2016-07-08 09:41:59,231.0,2
C03326,1,2016-07-08 09:57:35,,10
C09713,1,2016-07-08 10:52:39,476.0,7
C09494,1,2016-07-08 10:57:03,337.0,29
C13041,2,2016-07-08 10:57:54,325.0,261
C09391,1,2016-07-08 11:43:43,157.0,1
C11861,1,2016-07-08 11:50:12,299.0,11
C09056,1,2016-07-08 11:51:45,123.0,3
C07650,1,2016-07-08 12:26:42,184.0,8
C05893,1,2016-07-08 12:41:40,,4
C06990,1,2016-07-08 12:45:05,,6
C05712,1,2016-07-08 12:47:49,476.0,38
C12491,1,2016-07-08 13:12:47,204.0,6
C08566,1,2016-07-08 13:16:13,204.0,59
C05474,1,2016-07-08 13:25:03,494.0,42
C11346,1,2016-07-08 13:29:08,441.0,26
C12579,1,2016-07-08 13:29:27,,8
C13065,1,2016-07-08 13:31:20,441.0,4
C06886,1,2016-07-08 13:31:39,327.0,45
C03709,1,2016-07-08 13:33:48,272.0,2
C06579,1,2016-07-08 13:35:42,337.0,23
C11384,1,2016-07-08 13:40:48,343.0,28
C05563,1,2016-07-08 13:43:38,492.0,9
C13031,1,2016-07-08 13:51:10,123.0,15
C10947,1,2016-07-08 14:05:42,433.0,9
C02191,1,2016-07-08 14:07:06,,11
C09181,1,2016-07-08 14:07:39,384.0,7
C12012,1,2016-07-08 14:10:43,231.0,89
C06135,1,2016-07-08 14:20:09,325.0,23
C10845,1,2016-07-08 14:28:13,,3
C11600,1,2016-07-08 14:29:10,325.0,14
C07694,1,2016-07-08 14:32:25,181.0,75
C04593,1,2016-07-08 14:34:55,170.0,1
C13302,1,2016-07-08 14:35:54,,10
C09500,1,2016-07-08 14:42:23,498.0,92
C07017,1,2016-07-08 14:45:47,325.0,28
C02444,1,2016-07-08 14:46:20,,5
C13524,1,2016-07-08 14:47:10,205.0,62
C11076,1,2016-07-08 14:50:41,325.0,31
C07341,1,2016-07-08 14:53:44,264.0,46
C08413,1,2016-07-08 14:55:19,,1
C11657,2,2016-07-08 14:56:21,472.0,24
C05455,1,2016-07-08 14:57:41,325.0,14
C01018,1,2016-07-08 14:58:20,170.0,8
C06707,1,2016-07-08 15:00:37,123.0,2
C02187,1,2016-07-08 15:03:36,272.0,69
C09684,1,2016-07-08 15:04:13,184.0,65
C00216,1,2016-07-08 15:08:10,231.0,1
C00357,1,2016-07-08 15:08:25,324.0,16
C09964,1,2016-07-08 15:11:55,220.0,19
C10990,1,2016-07-08 15:14:48,,36
C00929,1,2016-07-08 15:17:55,441.0,2
C07439,1,2016-07-08 15:18:44,325.0,60
C04207,1,2016-07-08 15:24:46,441.0,5
C13388,1,2016-07-08 15:25:22,,4
C10352,1,2016-07-08 15:30:37,191.0,9
C13500,1,2016-07-08 15:33:09,,7
C03251,3,2016-07-08 15:36:45,325.0,12
C06131,1,2016-07-08 15:41:28,,7
C03443,3,2016-07-08 15:44:48,,66
C03510,1,2016-07-08 15:45:26,,1
C05802,1,2016-07-08 15:47:46,272.0,7
C09949,1,2016-07-08 15:47:55,191.0,20
C07481,1,2016-07-08 15:50:17,170.0,6
C08852,1,2016-07-08 15:52:22,327.0,21
C02795,1,2016-07-08 15:53:39,272.0,3
C03890,1,2016-07-08 15:54:19,,5
C03695,1,2016-07-08 15:58:52,310.0,8
C13190,2,2016-07-08 15:59:07,,29
